cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
c2b2a48e-333b-40f5-8d26-42eeec498f2b,2025-04-10 17:06:27.349917+00:00,meta,llama4-scout,0,4221,278,6,7,4,1,3,2,8,5
6720a4c0-a9b4-460f-aa17-d083a655dadd,2025-04-10 17:06:33.012322+00:00,meta,llama4-scout,0,4223,281,6,7,4,2,8,1,3,5
3cfc2202-eaab-44fe-8ff3-ce8c8dddc5d8,2025-04-10 17:06:38.158532+00:00,meta,llama4-scout,0,4223,286,4,5,2,7,6,8,3,1
1c9ba6e0-24b7-4484-8b40-67587bf15561,2025-04-10 17:06:42.800949+00:00,meta,llama4-scout,0,4223,281,3,6,4,5,7,2,8,1
663a4c55-f6ce-4565-82cc-ecee985a4371,2025-04-10 17:06:47.561577+00:00,meta,llama4-scout,0,4223,277,7,5,3,8,6,4,1,2
67a76aaf-4efc-4c94-ac53-e68bd5f97f67,2025-04-10 17:06:52.071263+00:00,meta,llama4-scout,0,4220,283,5,8,6,1,3,4,7,2
73191ba4-3a97-4ce1-a335-30952ac84993,2025-04-10 17:06:57.328413+00:00,meta,llama4-scout,0,4223,294,3,7,4,1,8,2,5,6
13623960-a7ac-4de6-9b18-4302f8544a2e,2025-04-10 17:07:02.625718+00:00,meta,llama4-scout,0,4223,280,5,3,2,7,6,1,8,4
248f5ffb-870d-42be-b175-1171b3d6a24f,2025-04-10 17:07:07.307786+00:00,meta,llama4-scout,0,4218,287,7,6,4,2,8,1,3,5
dabfa11b-fb7c-4f98-a0c2-2f867ac1d71b,2025-04-10 17:07:12.227422+00:00,meta,llama4-scout,0,4221,278,3,5,4,1,7,6,8,2
2a644ab3-7109-44fc-b3f9-e14d2fb07529,2025-04-10 17:07:16.966756+00:00,meta,llama4-scout,0,4223,277,4,3,5,1,8,7,2,6
47e65b87-068e-49f9-9308-2dbfe2f52a9b,2025-04-10 17:07:21.682850+00:00,meta,llama4-scout,0,4223,285,3,7,5,1,6,4,8,2
c92f2905-7f89-4702-8c20-d4f3fdfaad9a,2025-04-10 17:07:26.179158+00:00,meta,llama4-scout,0,4223,277,5,3,7,4,6,1,8,2
64767d71-6fc6-4303-a360-a5a18eb76de0,2025-04-10 17:36:51.242499+00:00,meta,llama4-scout,0,4223,283,4,5,1,8,6,7,3,2
ee3cff20-2191-45ea-93a4-5b4578458b9e,2025-04-10 17:36:55.923423+00:00,meta,llama4-scout,0,4223,289,3,7,5,4,6,2,8,1
43145764-05fe-4402-837c-834ec880974b,2025-04-10 17:37:00.670551+00:00,meta,llama4-scout,0,4223,283,4,8,2,7,3,1,5,6
8730b7e7-90ec-4be9-8574-09c741e5765d,2025-04-10 17:37:05.202238+00:00,meta,llama4-scout,0,4223,282,6,8,3,5,4,1,7,2
eef1e41a-b588-4d46-8441-eb7f1095d091,2025-04-10 17:37:10.156464+00:00,meta,llama4-scout,0,4223,282,4,1,5,2,8,3,6,7
ef552b61-aa6f-4b6a-be8c-8db9b9ef0f51,2025-04-10 17:37:14.789791+00:00,meta,llama4-scout,0,4223,280,5,2,1,6,7,4,8,3
8a81c7fc-fc72-4b27-9b0e-e77baa0c9a6a,2025-04-10 17:37:20.088630+00:00,meta,llama4-scout,0,4223,277,3,4,7,1,6,2,8,5
94e747a2-e813-4fe0-8045-d89a964c7d0c,2025-04-10 17:37:24.899787+00:00,meta,llama4-scout,0,4223,282,6,7,2,5,4,3,8,1
4efd42da-8689-46e3-9d74-e88772d5d23f,2025-04-10 17:37:29.825386+00:00,meta,llama4-scout,0,4223,283,4,6,5,2,7,1,8,3
ea057769-75e8-42be-b58f-0cdc9a7458b0,2025-04-10 17:37:34.425923+00:00,meta,llama4-scout,0,4223,282,4,7,6,3,8,2,1,5
