cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. Short term development thinking will ultimately lead to longer term reef damage and economic impacts.,C2. Economic development associated with mining will provide more opportunities for future generations in North Queensland.,C3. Protection of the Great Barrier Reef is worthwhile at whatever cost.,C4. If we don't take steps to protect the Great Barrier Reef future generations will miss out on the opportunity to experience the reef.,C5. We don't need to worry too much about environmental damage in the Great Barrier Reef because future generations will be better able to deal with these problems than we are.,"C6. If future generations could have their say about the Great Barrier Reef, they would be less concerned about the environmental impacts than many people make out.",C7. Townsville is better off because of mining development.,"C8. We should prioritise protecting the environment in Townsville, even if it hurts our economy.",C9. Jobs and growth in Townsville should be prioritised over Great Barrier Reef protection.,C10. Government should be doing more to reduce greenhouse gas emissions.,C11. Mining development in Australia is a risk to the environment.,C12. I think enough is being done to effectively manage the Great Barrier Reef.,C13. Climate change impacts on the Great Barrier Reef aren't something I'm worried about.,"C14. Climate change is a threat, but the impacts are too distant for immediate concern.","C15. Each new Australian coal mine will contribute greenhouse emissions that exacerbate the risk of climate change, and impacts to the Reef.",C16. There is no point throwing money at protecting the reef if our other actions contribute to its continuing decline.,C17. The Great Barrier Reef underpins more direct and indirect jobs than mining does. ,C18. The negative publicity about climate change impacts on the reef has negatively affected the local tourism industry.,C19. A few self-interested politicians and influential companies are prepared to sacrifice our well-being for their own short-term gain.,"C20. Government should provide funding support for industry, including mining projects such as the Adani mine.","C21. Coal-generated electricity must be phased out if we are to avoid catastrophic impacts of global warming, including the loss of the Great Barrier Reef.",C22. The Great Barrier Reef is a great asset for the economy of this region and we should prioritise protecting it.,C23. Climate change is an immediate threat requiring action.,C24. I feel that future generations have been adequately considered in the management of the Great Barrier Reef.,C25. The mining industry provides thousands of jobs. Without it unemployment would have skyrocketed in regional Queensland.,C26. There are more jobs to lose from Great Barrier Reef tourism than to be gained from the coal industry.,C27. Australia's contribution to global greenhouse gas emissions is so small that we should wait for other countries to take action on climate change before we do. ,"C28. If we are serious about maintaining and improving people's living standards in Townsville, we need to make the most out of coal exports.",C29. We should prioritise economic development and job creation in Townsville over the environment. ,C30. It is not possible to conserve the reef over the long term without addressing climate change ,"C31. While job creation is important, we should prioritise industries that have less impact on the reef over those that have greater impact on the reef. ",C32. The first priority should be reducing other pressures on the reef (such as agricultural runoff or coastal development) so that the reef will be more resilient to climate change impacts. ,C33. More scientific research is needed before we can say if climate change is a threat to the Great Barrier Reef.,C34. Deep-pocketed green groups are willing to sacrifice our local economy for their own goals. ,C35. There is no strong scientific evidence to suggest that the Great Barrier Reef is under threat from climate change.
87d6cc77-c3ff-43c7-9d2c-7afbcbcbc6d5,2025-03-25 13:34:17.458247+00:00,google,gemini-1.5-pro,0,3870,255,7,3,6,6,1,2,3,6,2,7,6,2,1,1,7,6,5,4,5,3,7,7,7,2,4,5,1,3,3,7,6,5,1,2,1
ecedf9cf-a797-44bf-b0a2-9264355b33ed,2025-03-25 13:34:23.156699+00:00,google,gemini-1.5-pro,0,3870,253,7,3,6,7,1,2,3,6,2,7,6,2,1,4,7,7,6,5,5,2,7,7,7,2,4,6,1,3,2,7,7,7,1,4,1
992d10ed-4b5b-44e3-9d5d-a2432bfb84bf,2025-03-25 13:34:28.940728+00:00,google,gemini-1.5-pro,0,3870,253,7,3,7,7,1,1,3,7,1,7,7,1,1,1,7,7,7,3,5,1,7,7,7,1,5,7,1,1,1,7,7,2,1,1,1
db40c963-43bf-4ea5-a781-0cbe37810263,2025-03-25 13:34:34.580787+00:00,google,gemini-1.5-pro,0,3870,253,6,3,6,7,1,1,4,6,2,7,6,2,1,1,7,7,5,5,5,2,7,7,7,6,4,5,1,3,2,7,6,5,1,2,1
86d5b8b9-95d4-4071-b72b-63c4cc8cb455,2025-03-25 13:34:40.405727+00:00,google,gemini-1.5-pro,0,3870,255,7,3,6,7,1,1,3,6,2,7,5,1,1,1,7,7,7,7,5,2,7,7,7,1,4,6,1,2,2,7,6,5,1,3,1
52e4f37c-c02f-4e7a-8ff4-94ee9f414e52,2025-03-25 13:34:46.243459+00:00,google,gemini-1.5-pro,0,3870,253,7,3,7,7,1,1,4,6,2,7,5,2,1,1,7,7,6,5,6,2,7,7,7,2,5,6,1,2,2,7,7,4,1,3,1
4f282300-4551-4067-bbe0-67576dec24be,2025-03-25 13:34:52.189711+00:00,google,gemini-1.5-pro,0,3870,255,7,2,5,7,1,2,3,6,2,7,6,2,1,1,7,7,6,5,5,2,6,7,7,2,4,6,1,2,2,7,6,5,1,3,1
7c58d21b-299c-48ab-a004-8af884b16107,2025-03-25 13:34:58.122098+00:00,google,gemini-1.5-pro,0,3870,253,7,3,6,7,1,1,3,6,2,7,5,2,1,1,7,7,6,5,5,2,7,7,7,2,4,5,1,2,2,7,7,7,1,2,1
8560f0d6-6b10-4e1e-be47-6587900ec7ec,2025-03-25 13:35:04.059974+00:00,google,gemini-1.5-pro,0,3870,257,7,2,6,7,1,1,3,6,2,7,6,1,1,1,7,7,7,5,7,2,7,7,7,1,5,7,1,2,2,7,7,5,1,2,1
88e78b75-38db-42ec-bbbf-e35821e16999,2025-03-27 10:01:31.952907+00:00,google,gemini-1.5-pro,0,3870,253,7,2,7,7,1,1,2,7,1,7,7,1,1,1,7,7,7,5,6,1,7,7,7,1,5,7,1,2,1,7,7,7,1,5,1
4b08931e-6610-49d7-9218-00751da17cb1,2025-03-27 10:01:37.660905+00:00,google,gemini-1.5-pro,0,3870,255,7,7,7,7,1,2,5,6,2,7,6,2,1,2,7,7,6,7,5,2,7,7,7,2,5,5,1,2,2,7,7,5,1,3,1
85c65f4c-5a1b-4c0b-b9a4-3c3bf9f2ff83,2025-03-27 10:01:44.737631+00:00,google,gemini-1.5-pro,0,3870,253,6,4,6,6,1,3,4,6,3,7,5,2,2,2,6,6,5,4,5,3,7,7,7,3,4,4,2,3,3,6,6,5,1,3,1
2af0a5fe-4995-45f0-b2fe-725dd1933379,2025-03-27 10:01:50.675731+00:00,google,gemini-1.5-pro,0,3870,255,7,4,6,7,1,2,4,6,3,7,6,2,1,2,7,7,6,5,5,2,7,7,7,2,5,5,1,3,3,7,6,5,1,2,1
24ad6e99-6ebe-4551-94fc-832e1842b080,2025-03-27 10:01:56.498286+00:00,google,gemini-1.5-pro,0,3870,255,7,3,7,7,1,1,4,6,2,7,6,2,1,1,7,7,7,5,5,2,7,7,7,2,6,7,1,3,2,7,7,5,1,3,1
0f155227-8879-449f-8f46-39fa78a80ef1,2025-03-27 10:02:02.245552+00:00,google,gemini-1.5-pro,0,3870,253,7,2,7,7,1,1,3,6,2,7,7,1,1,1,7,7,7,5,6,1,7,7,7,1,5,6,1,2,2,7,7,5,1,3,1
75d93318-8092-42be-8537-47d0f5979dd9,2025-03-27 10:02:07.864954+00:00,google,gemini-1.5-pro,0,3870,253,7,2,7,7,1,2,2,7,2,7,7,1,1,1,7,7,7,5,5,1,7,7,7,1,2,7,1,2,2,7,7,7,1,2,1
bdfb1c69-a270-4698-8940-c983131849a4,2025-03-27 10:02:13.527334+00:00,google,gemini-1.5-pro,0,3870,253,7,2,7,7,1,1,2,6,2,7,7,1,1,1,7,7,6,5,6,2,7,7,7,2,2,6,1,2,2,7,7,5,1,2,1
001519fb-b48d-435a-843b-1d1b1e1b1a47,2025-03-27 10:02:19.338153+00:00,google,gemini-1.5-pro,0,3870,253,7,3,6,7,1,2,3,6,2,7,6,2,1,1,7,7,6,3,5,2,7,7,7,2,5,5,1,2,2,7,6,5,1,2,1
53e24cee-9b80-409b-9bbb-12b99a3a253d,2025-03-27 10:02:24.954834+00:00,google,gemini-1.5-pro,0,3870,253,7,5,6,7,1,2,4,6,3,7,6,2,2,2,7,7,5,5,6,3,7,7,7,2,5,5,1,3,3,7,6,6,1,3,1
6cf69a5b-deec-4818-93ea-0f16f19bbfc9,2025-03-27 10:02:30.652801+00:00,google,gemini-1.5-pro,0,3870,253,7,3,6,7,1,2,3,6,2,7,6,1,1,2,7,7,5,5,6,2,6,7,7,2,5,6,1,2,2,7,7,5,1,4,1
df275fcd-88ed-494d-8ca8-d606ce4df08b,2025-03-27 10:02:36.496240+00:00,google,gemini-1.5-pro,0,3870,255,7,3,6,7,1,1,3,6,2,7,6,2,1,1,7,7,6,5,5,2,7,7,7,1,5,7,1,2,2,7,6,4,1,2,1
aa24f35a-dbc4-41ff-8cc9-19c2efd73341,2025-03-27 10:13:24.543840+00:00,google,gemini-1.5-pro,0,3870,253,7,2,6,7,1,1,3,6,2,7,6,2,1,1,7,7,5,3,5,2,7,7,7,2,3,5,1,2,2,7,6,5,1,2,1
1253d47c-2804-4a7d-be93-0fcb3c105baf,2025-03-27 10:13:30.321520+00:00,google,gemini-1.5-pro,0,3870,255,7,3,6,7,1,2,3,6,2,7,6,1,1,1,7,7,5,5,6,2,7,7,7,1,5,5,1,2,2,7,7,7,1,2,1
ee16a6ec-75b5-4f03-9990-e74d82dc0133,2025-03-27 10:13:36.066319+00:00,google,gemini-1.5-pro,0,3870,255,7,3,7,7,1,1,3,6,1,7,6,2,1,2,7,7,6,3,5,2,7,7,7,1,3,5,1,2,2,7,6,5,1,2,1
e18012fa-8c1b-424e-8835-d4d0c918e2f7,2025-03-27 10:13:41.667753+00:00,google,gemini-1.5-pro,0,3870,253,7,2,7,7,1,1,3,6,1,7,6,1,1,1,7,7,6,5,6,1,7,7,7,1,3,7,1,2,2,7,7,5,1,2,1
44200088-c992-4e73-8bf2-f98d4d2ba11e,2025-03-28 10:16:54.403098+00:00,google,gemini-1.5-pro,0,3870,253,7,3,6,7,1,2,3,6,2,7,6,2,1,2,7,7,6,5,5,3,7,7,7,2,5,5,1,3,2,7,6,5,1,3,1
401ed63a-4c1a-4ce9-9417-f762c7b3f2c0,2025-03-28 10:16:59.965240+00:00,google,gemini-1.5-pro,0,3870,253,7,3,6,7,1,2,4,6,2,7,6,2,1,2,7,7,6,4,5,3,6,7,7,2,5,5,1,3,2,7,6,6,1,3,1
