cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
1d35883d-4e4a-45eb-b961-6295c128d24a,2025-03-26 01:26:19.950630+00:00,deepseek,deepseek-reasoner,0,3324,3055,6,7,4,3,2,5,1
ac33e9f9-e8b7-484f-ad0e-bc4facb0a0ea,2025-03-26 01:29:02.749880+00:00,deepseek,deepseek-reasoner,0,3324,3335,2,1,6,3,5,4,7
50d0faa0-0412-4bdd-b0c5-4a0a218f59eb,2025-03-26 23:45:49.108692+00:00,deepseek,deepseek-reasoner,0,3324,6207,7,6,4,5,1,3,2
211047a6-d5cc-4399-bd2e-3cedacfb07b7,2025-03-26 23:49:34.343696+00:00,deepseek,deepseek-reasoner,0,3324,3112,7,6,4,5,2,3,1
7ebed185-a712-49bc-90c8-8fe8155aae4a,2025-03-26 23:51:37.104432+00:00,deepseek,deepseek-reasoner,0,3324,3928,6,7,5,4,1,3,2
a6e9efd0-dc60-4775-ae5d-04084db95e38,2025-03-26 23:54:10.504668+00:00,deepseek,deepseek-reasoner,0,3324,4961,7,1,6,2,3,4,5
4f9ce8eb-bc2e-4040-b277-8ffbedf3ea83,2025-03-26 23:57:17.582293+00:00,deepseek,deepseek-reasoner,0,3324,2288,7,6,4,5,3,2,1
955398c8-90fe-45d2-86d8-a1619ffbae3d,2025-03-26 23:58:54.665211+00:00,deepseek,deepseek-reasoner,0,3324,3039,7,6,4,3,1,5,2
d097b24d-c199-4723-a411-570e84fcb12f,2025-03-27 00:01:09.734390+00:00,deepseek,deepseek-reasoner,0,3324,2466,6,7,5,3,4,2,1
6171f36b-8078-43e0-8ef9-c8a54c160aba,2025-03-27 00:03:06.299591+00:00,deepseek,deepseek-reasoner,0,3324,2422,5,1,3,6,2,4,7
ada96d91-edc3-4fc3-aefa-c0fa11bf8f6d,2025-03-27 00:04:56.139194+00:00,deepseek,deepseek-reasoner,0,3324,2777,7,6,4,3,5,2,1
e7e5f34f-2672-481e-8889-8438e755b5c3,2025-03-27 00:06:49.925012+00:00,deepseek,deepseek-reasoner,0,3324,3655,6,7,4,2,3,5,1
70625a8b-56e7-4ba0-8c37-e5200d85758d,2025-03-27 00:09:11.015740+00:00,deepseek,deepseek-reasoner,0,3324,3237,7,3,6,5,1,4,2
