cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
40e8ace8-578d-42f7-b518-a460cca50064,2025-03-21 13:38:05.829467+00:00,google,gemini-1.5-flash,0,4939,326,4,8,3,6,5,7,2,1,9
deca2ca6-0f31-467b-922d-63f25bbcccba,2025-03-21 13:38:10.091571+00:00,google,gemini-1.5-flash,0,4947,330,2,5,6,9,7,8,3,1,4
de272b0f-aa78-4d1d-ab73-1d3f6bd743b1,2025-03-21 13:38:14.377628+00:00,google,gemini-1.5-flash,0,4943,324,8,3,6,5,7,9,2,1,4
1ec1a4d9-6ad8-41e2-82ac-df363da2076d,2025-03-21 13:38:18.691460+00:00,google,gemini-1.5-flash,0,4947,327,2,5,6,8,3,7,4,1,9
40b841d7-2587-4bdf-80ef-bf4a38ee8c16,2025-03-21 13:38:22.997092+00:00,google,gemini-1.5-flash,0,4945,326,2,7,8,6,3,4,5,1,9
2c5abdb8-174d-4209-b5b5-a745cef1d923,2025-03-21 13:38:27.271064+00:00,google,gemini-1.5-flash,0,4943,325,6,5,8,1,3,4,7,2,9
3ea100bc-05ce-40c7-a3c2-4cb36d159c06,2025-03-21 13:38:31.489980+00:00,google,gemini-1.5-flash,0,4945,324,4,8,5,6,3,2,1,7,9
b01957f6-7b88-49ac-84a3-67595252ffef,2025-03-21 13:38:35.730351+00:00,google,gemini-1.5-flash,0,4949,328,6,5,2,4,7,8,3,1,9
f00f0a4e-6dea-4790-908e-1764ee1baa1e,2025-03-21 13:38:40.299597+00:00,google,gemini-1.5-flash,0,4945,325,7,5,9,4,8,1,6,3,2
85afda54-33b4-4fe7-81b7-62c5d7ec41cf,2025-03-21 13:38:44.600839+00:00,google,gemini-1.5-flash,0,4945,327,5,8,7,6,4,3,2,1,9
1064ffff-aa53-4629-8d78-691827cc4d33,2025-03-21 13:38:48.903328+00:00,google,gemini-1.5-flash,0,4941,324,4,2,6,5,3,8,7,1,9
e668030e-59b6-4d89-bca6-37a653be47db,2025-03-21 13:38:53.178984+00:00,google,gemini-1.5-flash,0,4939,323,2,5,7,6,4,3,8,1,9
1dbc7690-e07e-42ec-bca5-f0d089c7a620,2025-03-21 13:38:57.397065+00:00,google,gemini-1.5-flash,0,4947,325,5,8,6,2,7,4,3,1,9
47b0aee6-ca67-411d-8a8b-bfc3724b0bb2,2025-03-21 13:39:01.508432+00:00,google,gemini-1.5-flash,0,4949,324,4,7,3,5,2,8,6,1,9
1df05827-7c7d-4ce4-a98d-7e2310253bbf,2025-03-21 13:39:06.004696+00:00,google,gemini-1.5-flash,0,4951,325,5,3,4,9,7,1,2,6,8
c3cd75a8-57aa-425d-8ad2-7220971d8f0d,2025-03-21 14:08:53.075606+00:00,google,gemini-1.5-flash,0,4947,325,1,3,5,8,6,2,7,4,9
bb64e225-21b8-4385-8490-58c89c984e0f,2025-03-21 14:08:57.416413+00:00,google,gemini-1.5-flash,0,4943,323,6,2,8,5,3,7,4,1,9
e9a6cc6f-3407-486f-973d-a4a74d42da5c,2025-03-21 14:09:01.623782+00:00,google,gemini-1.5-flash,0,4951,331,3,5,7,8,4,6,1,2,9
52ac7b1c-c0eb-43c6-b879-bdad3e90d766,2025-03-21 14:09:06.027116+00:00,google,gemini-1.5-flash,0,4943,321,5,4,6,9,2,3,8,1,7
503e64a7-0b67-42d0-a10e-6471414ad26b,2025-03-21 14:09:10.322847+00:00,google,gemini-1.5-flash,0,4941,324,6,5,4,7,3,2,8,1,9
b1fde910-ded0-4050-9007-51c32dd3a029,2025-03-21 14:09:14.622949+00:00,google,gemini-1.5-flash,0,4947,331,8,6,3,7,5,4,2,1,9
bfb589ad-ee0a-42c0-b159-46ccabbd634a,2025-03-21 14:09:19.044494+00:00,google,gemini-1.5-flash,0,4947,330,2,5,6,9,7,8,3,1,4
5d451fac-dd2d-4a72-acb0-73e195140bf5,2025-03-21 14:09:23.330798+00:00,google,gemini-1.5-flash,0,4943,321,8,3,1,5,7,9,2,4,6
21f8b28f-7ca6-436c-a08c-39b7e9a574ec,2025-03-21 14:09:27.631006+00:00,google,gemini-1.5-flash,0,4945,324,2,6,3,1,4,7,5,8,9
e5d21a69-302e-4e3d-80b5-c19258a255a3,2025-03-21 14:09:32.174017+00:00,google,gemini-1.5-flash,0,4947,328,1,7,8,6,3,4,5,2,9
afc1d8da-d98f-470b-b320-8e851cd12ada,2025-03-21 14:09:36.539413+00:00,google,gemini-1.5-flash,0,4947,327,6,5,8,1,3,4,7,2,9
a743415f-50c0-4f57-8b0c-43224a6edc26,2025-03-21 14:09:41.180125+00:00,google,gemini-1.5-flash,0,4941,321,4,8,5,6,3,2,1,7,9
572b8d7c-0570-4eb0-af13-83e20b3bc135,2025-03-21 14:09:45.396366+00:00,google,gemini-1.5-flash,0,4945,324,6,5,2,4,3,8,1,7,9
4349ab96-28c8-4609-b483-d1978fa366c3,2025-03-21 14:09:49.741952+00:00,google,gemini-1.5-flash,0,4945,324,7,5,9,4,8,1,6,3,2
d0d58acf-171f-4d68-993d-1e623170a28e,2025-03-21 14:09:53.885413+00:00,google,gemini-1.5-flash,0,4945,327,5,8,7,6,4,3,2,1,9
b68094b0-f991-4232-a267-0e534d5d075e,2025-03-21 14:09:58.228688+00:00,google,gemini-1.5-flash,0,4941,326,4,2,7,5,3,8,6,1,9
12a1ba5a-9e91-46fe-afa8-6c6b06175cfc,2025-03-21 14:10:02.397335+00:00,google,gemini-1.5-flash,0,4939,323,2,5,7,6,4,3,8,1,9
fcefd0c9-bf38-49eb-bbd0-f32b5e2935f5,2025-03-21 14:10:06.646703+00:00,google,gemini-1.5-flash,0,4947,325,5,8,6,2,7,4,3,1,9
64f4fa67-b33f-4380-a023-54792031697b,2025-03-21 14:10:10.948382+00:00,google,gemini-1.5-flash,0,4949,328,4,7,3,5,2,8,6,1,9
addde0a4-6f4a-4890-945c-e32fe6c208d2,2025-03-21 14:10:15.348634+00:00,google,gemini-1.5-flash,0,4949,324,5,3,4,9,7,1,2,6,8
