cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Mitochondrial donation is a treatment more like an organ transplant, which doesn't really change the genetics of person.",C2. It's a slippery slope from genome editing for medical reasons to using it for other reasons.,C3. Parents and guardians have a right to edit the genes of their children before they are born.,C4. Parents want 'designer babies' with certain traits out of vanity.,C5. I'm concerned that genome editing will lead to a reduction in genetic diversity.,C6. I think it would be amazing to have a choice in the way someone behaves.,C7. The idea that genome editing can make perfect people and societies is extremely dangerous.,C8. I think it's okay to use genome editing to change someone's appearance.,C9. I'm concerned that genome editing will be used as a quick techno-fix without actually dealing with real problems.,"C10. My concern is that as we start to tinker with the human genome, we're going to accidentally introduce a whole host of other problems.","C11. If human genome editing is available then it should be available to everyone who needs it, not just those who can afford it.",C12. I'm worried that human genome editing will widen the gap between those who can afford it and those who can't.,C13. If we open the box of genome editing we will not know where to draw the line.,C14. I am concerned that the use of human genome editing will advantage one group over another.,C15. Decisions about the use of genome editing are best left to the experts.,"C16. If human genome editing can be used to make changes to humans on demand for any reason, the future will be like a dystopian movie.",C17. Genome editing is really cool science.,C18. Genome editing will be used for enhancement by wealthy people.,C19. I have a more positive feeling about gene editing in humans than I do for animals or plants.,C20. Editing genes that will be inherited is problematic because it means making decisions for future people who don't exist yet. ,C21. My cultural beliefs make me cautious about genome editing.,C22. When you change someone's genes you are fundamentally changing who they are.,C23. Genome editing in agriculture will have the biggest impact on people's health. ,C24. Anything that's been artificially created in a lab gives me Frankenstein vibes.,C25. I worry that something will go wrong with genome technology.,C26. It's better to use genome editing to prevent a serious disease from happening rather than having to treat it with conventional medicine after it has occurred.,C27. The idea that people with genetic conditions might get cured in my lifetime is miraculous and incredible.,C28. Genome editing technologies gives us power over human life itself.,C29. Suggesting genome editing will 'cure' disability diminishes those living with genetic conditions who need support.,C30. There is nothing wrong with using genome editing to speed up evolution and help living things (including humans) adapt to challenges.,"C31. As a society, we have an obligation to help strengthen coming generations by eradicating diseases.",C32. We find strength when we face illness and adversity. It makes us who we are. ,"C33. If genome editing is proven to be safe, then I see no reason to oppose it.",C34. It is better to accept our genes the way they are than to tamper with things we don't understand.,"C35. I would consider using genome editing for my children to give them an advantage in life, so long as it's safe.",C36. I don't think we know enough about genetic diseases or the long term consequences of genome editing,C37. I think we should keep an open mind about new discoveries.,C38. I would be OK with having my own genome edited.,"C39. Each individual has a right to decide for themselves whether to undergo gene editing, as long as the changes cannot be passed on to future generations.",C40. Interfering in people's genes is intervening a bit too far in human creation.,C41. The idea of editing the human genome is scary.,C42. The use of gene editing for non-medical reasons reminds me of the Nazis during the Second World War.,C43. Science and technology have too much control over our lives.,"C44. Beacause of our changing environments, I believe that future humans will need genome editing to survive.",C45. I believe we should remain as natural as possible but we should not shy away from furthering medicine and the chance to save lives.
f8ae44f0-1fa9-48eb-8068-29be299d54ca,2025-03-21 13:42:30.492227+00:00,google,gemini-1.5-flash,0,4601,316,3,6,3,5,5,5,7,2,5,6,7,6,6,6,3,6,5,5,4,6,4,6,2,5,5,7,7,6,6,4,7,4,6,4,4,6,6,4,5,5,5,6,4,4,6
cb312ea2-d7f3-4448-9994-8ed9a57a2862,2025-03-21 13:42:35.003264+00:00,google,gemini-1.5-flash,0,4601,316,4,6,2,5,5,3,6,2,5,6,7,6,6,6,4,6,6,6,3,6,4,6,3,3,5,7,7,6,6,4,7,5,5,3,4,6,6,5,5,5,5,1,4,4,6
cf3b9098-56a5-4411-8ae2-fc216dfc9937,2025-03-21 13:42:39.229367+00:00,google,gemini-1.5-flash,0,4601,319,2,6,3,3,5,2,6,2,5,6,7,6,6,6,3,6,4,6,4,6,4,6,3,3,5,7,7,5,6,3,6,4,4,4,4,5,6,3,5,5,5,1,5,4,5
3520135a-7d30-4efc-a22f-65955be3d7d3,2025-03-21 13:42:43.451514+00:00,google,gemini-1.5-flash,0,4601,316,4,6,3,4,5,2,7,2,5,6,7,6,6,6,4,6,4,6,4,6,4,5,3,4,5,7,7,6,6,3,6,5,5,5,3,6,5,3,5,5,5,6,4,4,6
bdcb48a1-ff09-4e6d-917c-1c15d558e080,2025-03-21 13:42:47.764009+00:00,google,gemini-1.5-flash,0,4601,317,4,5,3,5,5,2,7,2,5,6,7,6,6,5,4,6,5,6,3,6,4,6,4,3,5,6,7,6,6,5,7,4,5,3,4,6,6,4,5,5,5,1,4,5,6
0d749598-d30a-40e8-afef-b4db807c34d0,2025-03-21 13:42:52.097571+00:00,google,gemini-1.5-flash,0,4601,316,5,6,2,4,4,2,7,1,5,6,7,6,5,6,3,6,5,5,5,6,3,6,3,4,5,6,6,6,6,3,5,5,6,4,3,5,7,4,5,5,5,1,4,3,6
a1805931-ce21-4747-9e5d-b544b3d5a224,2025-03-21 13:42:56.396786+00:00,google,gemini-1.5-flash,0,4601,315,4,6,3,5,5,4,7,2,6,6,7,6,6,6,4,6,5,6,5,6,4,6,3,5,6,7,7,6,6,4,7,5,5,4,4,6,7,5,5,5,5,6,5,5,6
fc7b936c-1c99-4d4c-bcfd-7edcfffdab69,2025-03-21 13:43:00.588893+00:00,google,gemini-1.5-flash,0,4601,319,4,5,3,4,5,2,6,2,5,6,6,6,5,5,3,6,4,5,4,6,3,6,3,4,5,6,6,5,5,3,6,5,5,4,4,6,5,4,4,4,5,5,4,4,5
36d736fd-e726-4b44-8f62-90520603337a,2025-03-21 13:43:04.917760+00:00,google,gemini-1.5-flash,0,4601,316,4,6,3,5,6,2,7,2,6,7,7,7,7,6,3,6,5,6,5,7,4,6,4,4,5,7,7,6,6,3,6,5,5,5,3,6,6,4,5,5,5,5,4,4,6
bb1c654d-4ea5-479b-8a6a-c57db75bdf01,2025-03-21 14:12:53.688205+00:00,google,gemini-1.5-flash,0,4601,319,2,6,3,4,5,3,7,2,5,6,7,6,6,6,4,6,5,5,3,7,4,6,4,4,5,6,7,6,6,4,7,5,5,4,4,6,6,4,5,5,5,5,4,4,5
b0bb666e-593b-4791-b6af-2c1c162ee522,2025-03-21 14:12:58.161958+00:00,google,gemini-1.5-flash,0,4601,320,5,6,2,5,6,2,7,2,6,6,7,7,6,7,4,6,6,6,3,6,4,6,3,4,5,7,7,6,7,4,7,5,6,4,3,7,7,4,6,5,5,5,5,4,6
ca7abfa6-29af-4259-9902-bcc3277bf851,2025-03-21 14:13:02.326379+00:00,google,gemini-1.5-flash,0,4601,316,4,6,3,4,5,3,7,2,6,6,7,6,6,6,4,6,5,6,5,7,4,6,3,4,4,7,7,5,6,4,7,5,6,5,4,6,6,5,5,5,5,7,4,4,6
a4ef6406-7b45-4593-884b-3b079703154d,2025-03-21 14:13:06.678568+00:00,google,gemini-1.5-flash,0,4601,318,4,6,3,4,6,2,7,2,5,6,7,6,6,6,3,6,4,5,4,6,4,6,3,5,5,7,7,6,6,4,7,5,5,5,3,6,7,4,5,5,5,6,5,4,6
c47dd9f9-f5e7-4d0a-83b3-9f967a072745,2025-03-21 14:13:10.980427+00:00,google,gemini-1.5-flash,0,4601,320,4,6,2,5,5,2,7,2,5,6,7,6,6,6,2,7,4,6,3,6,4,5,4,5,5,7,7,6,7,3,6,4,4,4,3,6,6,3,5,5,5,7,4,3,6
5b6eeeaa-360f-47e1-aaf1-16de3a314f86,2025-03-21 14:13:15.104045+00:00,google,gemini-1.5-flash,0,4601,317,3,5,2,5,5,3,6,2,5,6,6,6,6,5,2,6,5,5,4,6,4,6,3,3,5,7,7,6,6,4,6,5,4,4,4,5,6,3,4,5,5,6,4,3,6
3be4a96a-2306-4e24-bac5-f43644125816,2025-03-21 14:13:19.304968+00:00,google,gemini-1.5-flash,0,4601,315,4,6,2,4,5,2,7,1,5,6,7,6,6,6,3,6,4,6,5,6,4,6,3,4,6,7,7,7,6,3,6,5,5,5,3,6,6,4,5,5,5,7,4,4,5
b8e9dfcb-bb10-4766-928a-96bcde0d3e31,2025-03-21 14:13:23.396841+00:00,google,gemini-1.5-flash,0,4601,317,5,5,2,4,5,2,7,2,5,6,7,6,6,5,3,6,6,5,4,6,3,6,3,3,4,7,7,5,6,4,6,5,5,4,3,5,6,3,5,3,4,1,4,4,6
d1a34259-5a37-47fa-8ec8-dcd05b33842c,2025-03-21 14:13:27.661904+00:00,google,gemini-1.5-flash,0,4601,322,2,6,3,4,5,3,7,2,5,6,7,6,6,6,4,6,5,6,4,7,5,6,3,4,5,7,6,6,6,3,6,5,5,5,3,6,7,3,5,4,5,7,4,2,5
a074d414-c5ff-4929-8c4a-41a7883e8b15,2025-03-21 14:13:31.856220+00:00,google,gemini-1.5-flash,0,4601,320,4,6,3,3,5,2,6,2,5,6,7,6,6,5,3,6,5,6,4,6,4,6,4,3,5,7,7,6,6,4,7,5,5,5,4,6,6,5,6,5,5,1,4,4,6
6e218eb7-c418-46de-828d-7ba888dfc42c,2025-03-21 14:13:36.170267+00:00,google,gemini-1.5-flash,0,4601,319,5,6,3,4,5,3,7,2,5,6,7,7,6,6,4,6,6,6,5,7,4,6,3,3,5,7,7,5,6,5,7,5,7,4,5,6,7,6,6,5,4,1,4,6,6
97b3eeb4-9234-4b2e-97a0-8eefc1ad94af,2025-03-21 14:13:40.455499+00:00,google,gemini-1.5-flash,0,4601,316,3,6,3,5,5,5,7,2,5,6,7,6,6,6,3,6,5,5,4,6,4,6,2,5,5,7,7,6,6,4,7,4,6,4,4,6,6,4,5,5,5,6,4,4,6
ec303d7e-3450-4611-a872-ae4c044dbc98,2025-03-21 14:13:44.865305+00:00,google,gemini-1.5-flash,0,4601,316,4,6,2,5,5,3,6,2,5,6,7,6,6,6,4,6,6,6,3,6,4,6,3,3,5,7,7,6,6,4,7,5,5,3,4,6,6,5,5,5,5,1,4,4,6
d8aad202-6c82-467a-9a13-629d87cd8ee5,2025-03-21 14:13:49.163085+00:00,google,gemini-1.5-flash,0,4601,319,2,6,3,3,5,2,6,2,5,6,7,6,6,6,3,6,4,6,4,6,4,6,3,3,5,7,7,5,6,3,6,4,4,4,4,5,6,3,5,5,5,1,5,4,5
c745616d-1905-4ea9-8d1b-9a14c1dd4b66,2025-03-21 14:13:53.205219+00:00,google,gemini-1.5-flash,0,4601,316,4,6,2,4,5,2,7,2,5,6,7,6,6,6,3,6,4,6,4,6,4,5,3,4,5,7,7,6,6,3,6,5,5,5,3,6,5,3,4,5,5,6,4,4,6
0d636d74-ec80-4974-a4e4-2b90ec18c25b,2025-03-21 14:13:57.606324+00:00,google,gemini-1.5-flash,0,4601,317,4,5,3,5,5,2,7,2,5,6,7,6,6,5,4,6,5,6,3,6,4,6,4,3,5,6,7,6,6,5,7,4,5,3,4,6,6,4,5,5,5,1,4,5,6
f80d4572-5060-4e90-a2c6-de26131a5dc6,2025-03-21 14:14:01.760471+00:00,google,gemini-1.5-flash,0,4601,316,5,6,2,4,4,2,7,1,5,6,7,6,5,6,3,6,5,5,5,6,3,6,3,4,5,6,6,6,6,3,5,5,6,4,3,5,7,4,5,5,5,1,4,3,6
60963982-bc7d-42f6-9054-9b6d38c0a65b,2025-03-21 14:14:05.856266+00:00,google,gemini-1.5-flash,0,4601,315,4,6,3,5,5,4,7,2,6,6,7,6,6,6,4,6,5,6,5,6,4,6,3,5,6,7,7,6,6,4,7,5,5,4,4,6,7,5,5,5,5,6,5,5,6
bd288836-e63a-435a-98e7-3f376defff10,2025-03-21 14:14:10.086602+00:00,google,gemini-1.5-flash,0,4601,319,4,5,3,4,5,2,6,2,5,6,6,6,5,5,3,6,4,5,4,6,3,6,3,4,5,6,6,5,5,3,6,5,5,4,4,6,5,4,5,4,5,5,4,4,5
554fb033-a2ec-4f8b-88d7-82c6ea9a5aaf,2025-03-21 14:14:14.454917+00:00,google,gemini-1.5-flash,0,4601,316,4,6,3,5,6,2,7,2,6,7,7,7,7,6,3,6,5,6,5,7,4,6,4,4,5,7,7,6,6,3,6,5,5,5,3,6,6,4,5,5,5,5,4,4,6
