cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Ban Begging within Sweden,P2. Deport any immigrants found begging on the streets who have stayed in Sweden longer than three months,P3. Enforce existing laws without special consideration for beggars,P4. Forbid giving money to beggars,P5. Focus resources on addressing the the problem in source countries such as Romania,P6. Ban Illegal Settlements,P7. Provide accommodation for beggars (more)
4bb64036-f9db-4a5c-9ee0-1c50f226ac53,2025-03-21 11:38:32.435434+00:00,google,gemini-1.5-flash,0,3713,293,5,6,1,7,4,2,3
9caa0575-957d-43a4-9b9e-47b6206d982f,2025-03-21 11:38:36.633803+00:00,google,gemini-1.5-flash,0,3713,295,5,6,3,7,1,4,2
810eeed4-d4ca-42ce-bbc2-8feaa56ca908,2025-03-21 11:38:47.494297+00:00,google,gemini-1.5-flash,0,3713,295,3,6,4,7,2,5,1
835f183c-6c55-4177-aad4-9e7f71782470,2025-03-21 11:38:51.600311+00:00,google,gemini-1.5-flash,0,3713,295,6,5,4,7,2,3,1
0e1bfd3e-4fc8-4592-bc35-964605387f38,2025-03-21 13:19:34.905249+00:00,google,gemini-1.5-flash,0,3713,297,7,5,4,6,1,3,2
beb5a18e-e54e-40c3-9226-cf8a56b11203,2025-03-21 13:19:39.097819+00:00,google,gemini-1.5-flash,0,3713,294,6,7,3,5,4,1,2
a0956aa4-f699-4376-913b-2550357a6315,2025-03-21 13:19:43.234917+00:00,google,gemini-1.5-flash,0,3713,295,6,5,2,7,4,1,3
9f59565e-a44a-4e7d-8fc1-664416b2aeea,2025-03-21 13:19:47.357824+00:00,google,gemini-1.5-flash,0,3713,295,6,5,1,7,3,2,4
b76d27ba-8d93-4fe0-a8ef-697e489d8836,2025-03-21 13:19:51.567095+00:00,google,gemini-1.5-flash,0,3713,293,5,7,3,6,1,2,4
db7d3ffd-f147-4920-98c1-1245c7802121,2025-03-21 13:19:55.661935+00:00,google,gemini-1.5-flash,0,3713,297,6,4,1,7,3,5,2
6aa8b583-adc0-40cc-9418-f301cda26645,2025-03-21 13:19:59.755563+00:00,google,gemini-1.5-flash,0,3713,297,6,4,1,7,5,2,3
dd325d4b-1aa8-4cda-b3d5-777706fae728,2025-03-21 13:20:03.952787+00:00,google,gemini-1.5-flash,0,3713,298,6,4,2,7,1,3,5
de04409f-c9b7-4436-b22d-5a5b7c466b3a,2025-03-21 13:20:08.121671+00:00,google,gemini-1.5-flash,0,3713,294,2,4,3,7,1,5,6
47c63ca1-c696-4938-bcab-487156d5bcc4,2025-03-21 13:20:12.251101+00:00,google,gemini-1.5-flash,0,3713,296,2,7,3,6,1,5,4
919e3346-4fec-47e4-81c1-75fd12dac10a,2025-03-21 13:20:16.391161+00:00,google,gemini-1.5-flash,0,3713,293,5,7,2,6,1,4,3
af33dc28-6657-48c9-bd2a-acb70a6d3e03,2025-03-21 13:20:20.647341+00:00,google,gemini-1.5-flash,0,3713,297,7,3,5,6,1,4,2
5eae4f3c-0ec9-4a6d-b108-0d70e23a0273,2025-03-21 13:20:24.739196+00:00,google,gemini-1.5-flash,0,3713,292,5,6,1,7,4,3,2
6aedc35c-654d-4953-9923-8a64e25f02a1,2025-03-21 13:20:35.079820+00:00,google,gemini-1.5-flash,0,3713,296,6,7,5,2,1,4,3
91e7d25b-76e6-4a80-a7cc-7aac3fc4c496,2025-03-21 13:20:39.275664+00:00,google,gemini-1.5-flash,0,3713,297,6,7,1,4,2,5,3
59031718-a89f-49a5-ab76-200718cde2ce,2025-03-21 13:20:43.583724+00:00,google,gemini-1.5-flash,0,3713,294,7,6,2,5,4,3,1
f19d28f7-4d11-4669-8d56-debd01b075e6,2025-03-21 13:20:47.603966+00:00,google,gemini-1.5-flash,0,3713,293,6,7,1,5,4,3,2
fc4ba69c-774d-44e6-8e59-79bb2e4a3e26,2025-03-21 13:20:51.671510+00:00,google,gemini-1.5-flash,0,3713,297,5,3,2,7,1,6,4
cf29c447-a753-482b-b23d-3aa08af657ff,2025-03-21 13:50:39.285513+00:00,google,gemini-1.5-flash,0,3713,295,7,5,4,6,1,3,2
66269e71-3b1e-4f1c-9ec5-dc5d934d715d,2025-03-21 13:50:43.327889+00:00,google,gemini-1.5-flash,0,3713,296,6,7,3,5,4,1,2
f7a54f26-f112-4cbd-930a-d4633fa9cd51,2025-03-21 13:50:47.457710+00:00,google,gemini-1.5-flash,0,3713,295,6,5,2,7,4,1,3
68cfb7ff-7be3-49d7-a216-a07c0f7cf6ce,2025-03-21 13:50:51.528577+00:00,google,gemini-1.5-flash,0,3713,295,6,5,1,7,3,2,4
94cd1bc4-5e8c-4632-86a9-30ebd3daf5ec,2025-03-21 13:50:55.624421+00:00,google,gemini-1.5-flash,0,3713,295,5,7,3,6,1,2,4
60ec9bee-811f-45d5-9e63-25c6f0dda113,2025-03-21 13:50:59.622592+00:00,google,gemini-1.5-flash,0,3713,297,6,4,1,7,3,5,2
9dc4c0cb-5e9f-4f84-825c-1e1541faa6f5,2025-03-21 13:51:03.924051+00:00,google,gemini-1.5-flash,0,3713,292,6,4,1,7,5,2,3
8cbecc01-1a95-420a-b505-c084e3c92ee2,2025-03-21 13:51:08.225725+00:00,google,gemini-1.5-flash,0,3713,297,6,4,2,7,1,3,5
331ce380-ced8-4d01-96d5-344936ebbb2c,2025-03-21 13:51:12.520408+00:00,google,gemini-1.5-flash,0,3713,294,2,4,3,7,1,5,6
1e5898f7-7a81-47cc-a569-637e235fb4dd,2025-03-21 13:51:16.542259+00:00,google,gemini-1.5-flash,0,3713,294,2,7,3,6,1,5,4
0fbfff7f-b6b9-43b0-b662-a7d556a3b446,2025-03-21 13:51:20.612474+00:00,google,gemini-1.5-flash,0,3713,293,5,7,2,6,1,4,3
d454c128-d37c-405e-b2e8-4632ee92c497,2025-03-21 13:51:24.639613+00:00,google,gemini-1.5-flash,0,3713,297,7,3,5,6,1,4,2
678508f7-7290-4be2-849c-380c00e309ee,2025-03-21 13:51:29.227574+00:00,google,gemini-1.5-flash,0,3713,294,5,6,1,7,4,3,2
486d0bc2-912a-4b45-b416-c0cb69257422,2025-03-21 13:51:39.551309+00:00,google,gemini-1.5-flash,0,3713,296,6,7,5,2,1,4,3
44f0f241-8c8d-4df8-92b9-492e71eac737,2025-03-21 13:51:43.546488+00:00,google,gemini-1.5-flash,0,3713,297,6,7,1,4,2,5,3
629b49a5-267b-4c09-8b47-5a9bb4c25960,2025-03-21 13:51:47.844344+00:00,google,gemini-1.5-flash,0,3713,299,7,6,2,5,4,3,1
dc4f054c-4051-440f-944b-20b427f6c463,2025-03-21 13:51:51.952128+00:00,google,gemini-1.5-flash,0,3713,293,6,7,1,5,4,3,2
af66b645-a402-400d-99b2-ec20d9a4f906,2025-03-21 13:51:56.448391+00:00,google,gemini-1.5-flash,0,3713,297,5,3,2,7,1,6,4
