cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
75ee7375-d99e-4828-894d-6c66916643f6,2025-03-27 14:05:27.022159+00:00,cohere,command-r-plus-08-2024,0,5526.0,329.0,3,8,6,7,5,1,4,2,9
67bc4e7e-0040-4275-bf4d-21ad3840fccf,2025-03-27 14:05:37.763537+00:00,cohere,command-r-plus-08-2024,0,5533.0,331.0,7,4,8,6,5,2,1,3,9
2cfc320d-b55a-4bce-acdd-0d4134702970,2025-03-27 14:05:58.866752+00:00,cohere,command-r-plus-08-2024,0,5526.0,332.0,7,5,2,4,8,6,3,1,9
3514aded-4c1d-4ad0-a8a2-4fe62cff8a7d,2025-03-27 14:06:32.998900+00:00,cohere,command-r-plus-08-2024,0,5526.0,326.0,5,2,8,4,1,3,7,6,9
538a8650-4f01-4071-860c-ea0232020bed,2025-03-27 14:07:46.934211+00:00,cohere,command-r-plus-08-2024,0,5526.0,329.0,8,4,9,7,5,1,6,2,3
fe055708-d5d3-46f9-a6b3-625fd637e431,2025-03-27 14:07:58.307825+00:00,cohere,command-r-plus-08-2024,0,5526.0,331.0,3,8,6,7,1,5,4,2,9
e8751666-c235-4bc0-aa0c-b80a39a91bc4,2025-03-27 14:09:01.731072+00:00,cohere,command-r-plus-08-2024,0,5526.0,334.0,5,2,8,4,1,3,7,6,9
c19db1ff-9847-40bc-ab8f-3d3d1556c627,2025-03-27 14:09:34.120338+00:00,cohere,command-r-plus-08-2024,0,5529.0,331.0,3,1,7,8,4,2,6,9,5
a0e53b94-9caa-4907-88da-8533e867f171,2025-03-27 14:09:54.622411+00:00,cohere,command-r-plus-08-2024,0,5526.0,332.0,6,2,8,7,5,9,1,3,4
5c6f5dfb-9671-43c1-ab23-caebdba2658f,2025-03-27 15:09:26.301700+00:00,cohere,command-r-plus-08-2024,0,5526.0,328.0,7,5,8,6,1,3,2,4,9
ff692190-a9ef-4cf2-8890-50d76d5fa873,2025-03-27 15:10:13.169542+00:00,cohere,command-r-plus-08-2024,0,5526.0,328.0,9,1,5,7,6,4,2,3,8
81340bc4-b18d-4e4b-aaf3-2ecd432259be,2025-03-27 15:33:56.645396+00:00,cohere,command-r-plus-08-2024,0,5526.0,328.0,8,4,9,7,5,1,6,2,3
c6bd782c-4e24-46b9-bd26-a86b1717714e,2025-03-27 15:34:15.738065+00:00,cohere,command-r-plus-08-2024,0,5533.0,328.0,5,2,7,8,4,3,1,6,9
3593d67f-5894-42dd-8545-1002888589ed,2025-03-27 15:43:40.720183+00:00,cohere,command-r-plus-08-2024,0,5526.0,331.0,8,4,9,7,5,1,6,2,3
b6209509-bc17-4770-af2e-ccda18482cb7,2025-03-27 15:43:59.759959+00:00,cohere,command-r-plus-08-2024,0,5533.0,334.0,5,2,7,8,4,3,1,6,9
05be11b8-a601-42f3-9e51-90512c746777,2025-03-27 15:44:18.794574+00:00,cohere,command-r-plus-08-2024,0,5526.0,331.0,7,5,2,4,6,8,3,1,9
bf585e8a-7fcd-426e-ab08-39df729f45e6,2025-03-27 15:47:35.740981+00:00,cohere,command-r-plus-08-2024,0,5526.0,331.0,5,2,8,4,1,3,7,6,9
