cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
9bd13ccd-e3cd-4e20-9d19-df0fd1e890f4,2025-03-28 07:03:35.373705+00:00,openai,gpt-3.5-turbo,0,4267,281,7,1,3,4,6,5,2,8
f82cdcbe-f293-408d-a996-e1fc24b9e7b4,2025-03-28 07:03:41.011947+00:00,openai,gpt-3.5-turbo,0,4267,286,8,6,1,5,4,3,7,2
2e426052-9ec5-40c5-b255-a49b5a9eaf30,2025-03-28 07:03:45.660028+00:00,openai,gpt-3.5-turbo,0,4267,286,6,8,7,3,1,4,2,5
83a5dbad-94ec-44a0-9f2a-da5cd24f6570,2025-03-28 07:03:53.892650+00:00,openai,gpt-3.5-turbo,0,4265,336,8,4,5,1,6,3,7,2
729aeb01-118c-4c0b-a3bc-060a56a4200e,2025-03-28 07:03:59.822416+00:00,openai,gpt-3.5-turbo,0,4267,286,2,4,8,7,5,3,6,1
fa6557bd-9ff8-46a9-b763-c6f84c74f606,2025-03-28 07:04:04.974133+00:00,openai,gpt-3.5-turbo,0,4265,283,4,3,1,6,2,8,7,5
6aec1c66-00f9-45c1-9cdb-514aaae34f5d,2025-03-28 07:04:15.084131+00:00,openai,gpt-3.5-turbo,0,4267,318,7,6,1,4,5,2,8,3
87754c19-8c77-4415-bb19-3d14aef8ed83,2025-03-28 07:04:25.620064+00:00,openai,gpt-3.5-turbo,0,4267,292,5,2,1,8,3,6,4,7
06afb070-b813-4451-86c4-4ea864052537,2025-03-28 07:15:20.347931+00:00,openai,gpt-3.5-turbo,0,4267,280,7,3,6,4,2,5,1,8
b0e1dab9-a8e9-4045-98cf-9f0aa7d1e766,2025-03-28 07:15:25.186763+00:00,openai,gpt-3.5-turbo,0,4267,294,6,3,2,7,5,8,1,4
ef1b1d31-c1b2-4794-9415-f5e837e7e0ec,2025-03-28 07:15:30.794183+00:00,openai,gpt-3.5-turbo,0,4267,329,4,6,3,2,7,5,8,1
5429e247-3405-458a-bff8-d413ac1489e8,2025-03-28 07:15:38.735971+00:00,openai,gpt-3.5-turbo,0,4265,286,8,1,3,2,4,6,7,5
a939ed6f-0dec-4f9e-bdef-a88f116cef26,2025-03-28 07:15:57.642614+00:00,openai,gpt-3.5-turbo,0,4267,280,7,3,6,4,2,5,1,8
