cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
8aa284e2-d7f3-4a2f-b8a7-6e88b0d835c9,2025-04-22 08:54:09.555041+00:00,cohere,command-r7b-12-2024,1.0,6081.0,337.0,7,3,4,1,8,2,6,5
93ae0280-7004-4cf0-949e-4b60665c30ee,2025-04-22 08:54:13.323713+00:00,cohere,command-r7b-12-2024,1.0,6081.0,332.0,2,5,7,4,6,3,8,1
0cf489b5-c1a7-45ed-81ee-911ee835d7b3,2025-04-22 08:54:17.430134+00:00,cohere,command-r7b-12-2024,1.0,6078.0,339.0,4,7,1,6,8,5,2,3
2b7b475f-3a16-4a2d-b0d7-df3534110b73,2025-04-22 08:54:21.259305+00:00,cohere,command-r7b-12-2024,1.0,6078.0,361.0,3,8,4,2,5,6,1,7
a4cb355b-6011-497a-bd50-9d85d6140ba6,2025-04-22 08:54:25.697037+00:00,cohere,command-r7b-12-2024,1.0,6078.0,341.0,5,1,6,4,2,7,8,3
8ca2da7e-1a53-40d0-a17e-0e88d1bc3ede,2025-04-22 08:54:29.577520+00:00,cohere,command-r7b-12-2024,1.0,6078.0,340.0,1,8,2,4,6,7,3,5
5c8ee6dc-b7df-44c5-ab72-48997ae46387,2025-04-22 08:54:33.965508+00:00,cohere,command-r7b-12-2024,1.0,6078.0,327.0,8,1,6,3,2,5,7,4
6a1040c8-a45a-4644-b51e-a580fe70c6d3,2025-04-22 08:54:38.086416+00:00,cohere,command-r7b-12-2024,1.0,6078.0,338.0,6,5,1,7,3,2,8,4
caf336df-8e93-4a1d-bf52-9f902e4b7809,2025-04-22 08:54:42.450528+00:00,cohere,command-r7b-12-2024,1.0,6078.0,334.0,2,4,8,6,3,7,5,1
76182484-0a97-4122-be7c-425eb6264104,2025-04-22 08:54:46.401227+00:00,cohere,command-r7b-12-2024,1.0,6078.0,334.0,1,8,7,2,4,6,3,5
d2e7e813-31de-400d-a3d3-522e636598ee,2025-04-22 08:54:50.482355+00:00,cohere,command-r7b-12-2024,1.0,6081.0,332.0,7,2,6,8,5,1,4,3
93a1976b-0773-4abc-8f1c-2fd7f811fcab,2025-04-22 08:54:55.283159+00:00,cohere,command-r7b-12-2024,1.0,6078.0,341.0,6,7,4,5,8,2,3,1
36904472-2af3-446b-b44b-e60335d17b6c,2025-04-22 08:55:02.158419+00:00,cohere,command-r7b-12-2024,1.0,6078.0,331.0,3,8,2,4,5,1,7,6
fedde414-c56c-44e3-96f3-4f1fac64fc7c,2025-04-22 08:55:06.541964+00:00,cohere,command-r7b-12-2024,1.0,6078.0,328.0,2,4,3,1,8,7,5,6
49d344ca-cc55-416b-bb54-a7d2038302fb,2025-04-22 08:55:10.737502+00:00,cohere,command-r7b-12-2024,1.0,6078.0,332.0,5,4,2,6,3,7,8,1
71760d76-4e71-402a-ae97-0b5a94f5cc70,2025-04-22 08:55:14.485201+00:00,cohere,command-r7b-12-2024,1.0,6078.0,335.0,4,5,2,1,8,6,7,3
23fc8ddf-9f79-4791-9fe9-9f11257fb0d7,2025-04-22 08:55:18.952417+00:00,cohere,command-r7b-12-2024,1.0,6078.0,325.0,4,5,3,7,1,8,2,6
78647153-51f7-4525-a93a-34ec91ed7dc2,2025-04-22 08:55:23.869692+00:00,cohere,command-r7b-12-2024,1.0,6078.0,336.0,1,5,3,6,8,7,4,2
e9a1759b-77f4-4250-9482-01ebd6ab9cea,2025-04-22 08:55:28.118926+00:00,cohere,command-r7b-12-2024,1.0,6078.0,335.0,7,2,4,1,8,6,3,5
91e02985-4194-4967-9fcb-150328af2c76,2025-04-22 08:55:33.317847+00:00,cohere,command-r7b-12-2024,1.0,6078.0,322.0,8,3,6,7,2,4,1,5
ff59f6bf-6281-47f4-8bb6-481ec03af0ec,2025-04-22 08:55:37.488911+00:00,cohere,command-r7b-12-2024,1.0,6078.0,334.0,3,8,7,5,2,1,6,4
f9cb6024-c0e0-4b67-a3c0-42a59c97e081,2025-04-22 08:55:42.578347+00:00,cohere,command-r7b-12-2024,1.0,6078.0,333.0,6,5,3,7,8,2,1,4
ccfa91ce-9101-4288-bdf5-0d8f91b1c1da,2025-04-22 11:50:54.109970+00:00,cohere,command-r7b-12-2024,1.0,6078.0,328.0,3,2,7,5,1,6,8,4
2ac1c766-696a-48c9-9681-98847621dab7,2025-04-22 11:50:57.880237+00:00,cohere,command-r7b-12-2024,1.0,6078.0,335.0,5,7,6,1,2,8,4,3
