cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
4455cfd4-b4c9-41b9-9eac-6d5ac3ab1f82,2025-04-02 14:45:07.807806+00:00,meta,llama3.1:405B-turbo,0,4357,286,7,8,3,2,5,1,6,4
1925601d-6bb0-4256-ad47-f52833b5bee4,2025-04-02 14:45:13.170180+00:00,meta,llama3.1:405B-turbo,0,4355,283,1,6,5,4,8,2,7,3
c5dcea23-3fd3-4974-a10d-b8b6c89ba3fa,2025-04-02 14:45:27.382018+00:00,meta,llama3.1:405B-turbo,0,4357,283,5,6,4,3,7,2,8,1
7b07e00e-4a36-42a5-b02e-4c24c762cd66,2025-04-02 14:45:38.948553+00:00,meta,llama3.1:405B-turbo,0,4357,286,5,3,6,2,8,1,7,4
9976ec1f-aa2c-4b4f-afa0-d02ee476e719,2025-04-02 14:45:47.181034+00:00,meta,llama3.1:405B-turbo,0,4357,283,6,5,3,4,7,1,8,2
08085835-c18d-4d9b-9a58-87cde3ece761,2025-04-02 14:45:53.052503+00:00,meta,llama3.1:405B-turbo,0,4357,283,4,6,3,1,8,5,7,2
6ed9a2b9-d07f-478a-a113-5323662a5f64,2025-04-02 14:46:03.795350+00:00,meta,llama3.1:405B-turbo,0,4357,286,4,7,2,5,6,1,8,3
7bc99a39-8eeb-44d6-bf79-78f8ef0da342,2025-04-02 14:46:09.099561+00:00,meta,llama3.1:405B-turbo,0,4357,283,2,6,3,1,7,5,8,4
75f366e1-fd0b-4fbb-bc69-560e3a731a96,2025-04-02 14:46:16.367311+00:00,meta,llama3.1:405B-turbo,0,4357,282,5,6,4,2,7,1,8,3
922adc03-4d4d-4220-8a43-4008aa0efe20,2025-04-02 14:46:23.789339+00:00,meta,llama3.1:405B-turbo,0,4357,285,3,6,4,2,7,5,8,1
9049569e-ff47-4725-9611-f9a10df8c00c,2025-04-02 14:46:31.989950+00:00,meta,llama3.1:405B-turbo,0,4357,286,5,6,2,4,8,1,7,3
