cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. Short term development thinking will ultimately lead to longer term reef damage and economic impacts.,C2. Economic development associated with mining will provide more opportunities for future generations in North Queensland.,C3. Protection of the Great Barrier Reef is worthwhile at whatever cost.,C4. If we don't take steps to protect the Great Barrier Reef future generations will miss out on the opportunity to experience the reef.,C5. We don't need to worry too much about environmental damage in the Great Barrier Reef because future generations will be better able to deal with these problems than we are.,"C6. If future generations could have their say about the Great Barrier Reef, they would be less concerned about the environmental impacts than many people make out.",C7. Townsville is better off because of mining development.,"C8. We should prioritise protecting the environment in Townsville, even if it hurts our economy.",C9. Jobs and growth in Townsville should be prioritised over Great Barrier Reef protection.,C10. Government should be doing more to reduce greenhouse gas emissions.,C11. Mining development in Australia is a risk to the environment.,C12. I think enough is being done to effectively manage the Great Barrier Reef.,C13. Climate change impacts on the Great Barrier Reef aren't something I'm worried about.,"C14. Climate change is a threat, but the impacts are too distant for immediate concern.","C15. Each new Australian coal mine will contribute greenhouse emissions that exacerbate the risk of climate change, and impacts to the Reef.",C16. There is no point throwing money at protecting the reef if our other actions contribute to its continuing decline.,C17. The Great Barrier Reef underpins more direct and indirect jobs than mining does. ,C18. The negative publicity about climate change impacts on the reef has negatively affected the local tourism industry.,C19. A few self-interested politicians and influential companies are prepared to sacrifice our well-being for their own short-term gain.,"C20. Government should provide funding support for industry, including mining projects such as the Adani mine.","C21. Coal-generated electricity must be phased out if we are to avoid catastrophic impacts of global warming, including the loss of the Great Barrier Reef.",C22. The Great Barrier Reef is a great asset for the economy of this region and we should prioritise protecting it.,C23. Climate change is an immediate threat requiring action.,C24. I feel that future generations have been adequately considered in the management of the Great Barrier Reef.,C25. The mining industry provides thousands of jobs. Without it unemployment would have skyrocketed in regional Queensland.,C26. There are more jobs to lose from Great Barrier Reef tourism than to be gained from the coal industry.,C27. Australia's contribution to global greenhouse gas emissions is so small that we should wait for other countries to take action on climate change before we do. ,"C28. If we are serious about maintaining and improving people's living standards in Townsville, we need to make the most out of coal exports.",C29. We should prioritise economic development and job creation in Townsville over the environment. ,C30. It is not possible to conserve the reef over the long term without addressing climate change ,"C31. While job creation is important, we should prioritise industries that have less impact on the reef over those that have greater impact on the reef. ",C32. The first priority should be reducing other pressures on the reef (such as agricultural runoff or coastal development) so that the reef will be more resilient to climate change impacts. ,C33. More scientific research is needed before we can say if climate change is a threat to the Great Barrier Reef.,C34. Deep-pocketed green groups are willing to sacrifice our local economy for their own goals. ,C35. There is no strong scientific evidence to suggest that the Great Barrier Reef is under threat from climate change.
710d98e1-896e-47b6-9685-5f47a32debfa,2025-03-25 11:54:43.833155+00:00,mistralai,open-mixtral-8x22b,0,4209,260,6,5,7,7,2,2,5,7,4,7,6,3,2,3,7,6,6,6,5,4,7,7,7,3,6,6,2,5,4,7,6,7,3,3,2
9aaf2255-576b-4515-a294-5f9ddea0219e,2025-03-25 11:54:48.541326+00:00,mistralai,open-mixtral-8x22b,0,4212,255,7,4,7,7,2,2,4,7,2,7,6,2,2,2,7,7,7,7,6,3,7,7,7,3,6,7,2,6,2,7,7,7,2,2,1
187ab6da-52ef-4d4c-9ed3-23c1456802d4,2025-03-25 11:54:53.585113+00:00,mistralai,open-mixtral-8x22b,0,4214,262,7,5,7,7,2,3,6,6,2,7,5,3,2,3,7,5,6,5,2,4,7,6,7,4,7,6,2,4,3,7,6,7,4,2,2
d952400c-dae6-47fe-bfd1-f3cf732340a2,2025-03-25 11:54:58.995330+00:00,mistralai,open-mixtral-8x22b,0,4214,262,6,6,7,7,2,2,4,5,4,6,5,3,2,3,7,6,6,5,3,4,7,7,7,3,6,4,2,5,4,7,6,6,2,3,2
00b3f0e7-0c3b-470d-a36d-02b1f8fa9a18,2025-03-25 11:55:10.582084+00:00,mistralai,open-mixtral-8x22b,0,4212,257,7,3,7,7,2,2,5,7,2,7,6,2,2,2,7,7,3,5,5,3,7,7,7,2,6,6,2,4,2,7,7,6,2,3,2
3e930e20-6e0d-4e7c-b6ac-33cd17ce0992,2025-03-25 11:55:14.817806+00:00,mistralai,open-mixtral-8x22b,0,4209,258,6,4,7,7,2,2,5,6,3,7,5,2,2,3,7,6,6,5,6,4,7,7,7,3,6,5,2,4,3,7,6,7,2,2,1
89c55be6-03ab-4be1-880a-13ae41fa015b,2025-03-25 11:55:20.485773+00:00,mistralai,open-mixtral-8x22b,0,4214,261,7,5,7,7,1,1,4,6,2,7,6,2,1,2,7,7,6,5,6,3,7,7,7,2,6,6,1,3,2,7,7,7,2,3,1
5bdb2039-8d22-4509-a1f4-5c75d3d509b1,2025-03-25 11:55:27.344141+00:00,mistralai,open-mixtral-8x22b,0,4214,261,7,4,7,7,2,2,6,7,2,7,6,2,2,2,7,6,7,6,7,2,7,7,7,2,6,7,2,2,2,7,7,7,2,6,2
e9335d44-2c2f-4d96-a7bb-c3c3b10857d4,2025-03-25 11:55:32.371615+00:00,mistralai,open-mixtral-8x22b,0,4214,257,7,6,7,7,2,3,6,6,4,7,5,3,2,3,7,4,7,5,4,5,7,7,7,4,6,5,2,5,3,7,6,7,4,3,2
29da041c-c7cd-49ad-a3f0-40537f45fc83,2025-03-25 11:55:36.775116+00:00,mistralai,open-mixtral-8x22b,0,4212,260,6,4,7,7,2,2,5,6,2,7,6,3,2,3,7,7,6,6,5,5,7,7,7,3,6,6,2,4,3,7,6,7,3,2,2
92817da3-b9d4-490e-906c-75fa2d9ae247,2025-03-27 11:49:26.039768+00:00,mistralai,open-mixtral-8x22b,0,4212,258,7,5,7,7,2,2,4,7,3,7,6,2,2,3,7,5,7,6,5,4,7,7,7,2,6,6,2,4,3,7,6,7,2,3,2
5585ed2c-af11-43e4-b948-3c395ba9928b,2025-03-27 11:49:35.760400+00:00,mistralai,open-mixtral-8x22b,0,4214,260,7,3,7,7,2,2,5,7,2,7,7,2,2,2,7,7,7,6,5,2,7,7,7,2,5,6,2,3,2,7,7,7,2,2,2
d9ba8ae3-df97-481c-a558-82ea287b5201,2025-03-27 11:49:40.431193+00:00,mistralai,open-mixtral-8x22b,0,4212,259,7,4,7,7,1,1,4,7,2,7,7,2,1,2,7,7,7,7,7,3,7,7,7,2,6,7,1,3,2,7,7,7,1,1,1
ca64569e-d4e4-4b24-b204-1d1c164dd769,2025-03-27 11:49:50.222025+00:00,mistralai,open-mixtral-8x22b,0,4214,261,7,4,7,7,2,2,4,7,3,7,6,3,1,2,7,7,6,6,2,4,7,7,7,3,6,6,3,5,3,7,7,7,2,2,2
440fe5ac-6158-493b-becf-49b515dcf316,2025-03-27 11:49:55.147536+00:00,mistralai,open-mixtral-8x22b,0,4212,255,7,4,7,7,2,3,5,6,3,7,5,3,2,2,7,6,6,5,4,4,7,7,7,4,6,6,2,5,3,7,6,6,3,3,2
228a40aa-9bdb-4780-a2df-3581ac9f098d,2025-03-27 12:47:03.491961+00:00,mistralai,open-mixtral-8x22b,0,4209,259,7,5,7,7,2,3,5,6,3,7,6,3,2,3,7,6,6,5,4,4,7,7,7,3,6,4,2,5,3,7,6,7,2,2,2
394ae60b-d7c2-454e-8b64-b84fc14a1912,2025-03-27 12:47:08.625839+00:00,mistralai,open-mixtral-8x22b,0,4211,263,6,4,7,7,2,2,5,6,3,7,6,2,2,3,6,6,6,5,3,4,7,7,7,3,6,6,2,4,3,7,6,6,2,3,2
