cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. There is not enough information to definitively say that climate change is real.,C2. The response to  climate change is not going to be positive.  The same mistakes will keep happening.,"C3. Climate variation is normal, so why should this be a problem?",C4. More educational programmes are needed to increase public awareness about climate change.,C5. Climate change will not be a problem because there will be technological solutions available.,C6. I don't trust what scientists say about climate change.,C7. I don't trust what I hear about climate change from government.,C8. We need strong political leadership to do something about climate change.,C9. I think it is safe to say climate change is here.,C10. I'm not going to do anything to address climate change because it is not a major issue.,C11. There's not much point in me doing anything to fix this. No-one else is going to.,C12. It's difficult to trust what comes out in the media on the issue of climate change.,"C13. It is already too late to do anything, as any action to stop climate change will take a long time to take effect.","C14. I'm not concerned enough to do anything drastic about this, such as participate in political action.",C15. It is unfair that we are going to leave the climate in a mess for future generations.,C16. We should pay for greenhouse emissions.,C17. We can adapt to the coming changes.,C18. It is clear that we are already entering the zone of dangerous climate change.,C19. I care about the planet.,"C20. I don't know what to do. I'm very concerned and would like to do something, but I don't have a realistic shortlist of things that would really make a difference.",C21. Australia does not owe it to the rest of the world to reduce emissions and suffer economically.,C22. If Australia reduces greenhouse gases it won't make a difference. That will just shift Australian jobs to other countries. ,C23. This is so depressing and is so out of our control.,"C24. I believe that the difference we can have as an individual, in Australia, is so minimal that our actions are worthless.","C25. Australia is particularly vulnerable to climate change, and it is in our interest to help find an effective global solution.",C26. We need laws addressing climate change because people are not going to volunteer to change.,"C27. I want to do something, but it is too big and too hard.","C28. When I read in the paper that climate change is not true, I start to have doubts about whether it is changing.",C29. Doing something to reduce emissions feels a bit hopeless but I just want to feel that I'm doing the most I can.,C30. The fate of the planet is too important to be left to market forces.,"C31. Australia's emissions are tiny, so it's not up to us to act.",C32. Governments should take a far greater role in preparing towns and cities to adapt to the impacts of climate change.,C33. Failure to address climate change is the fault of political leaders.
5d31c6e9-24f9-46d0-ab04-5ed284e4b742,2025-04-03 13:23:29.158920+00:00,google,gemma3:12b,0,0,0,3,2,2,1,5,2,3,8,7,1,2,2,1,1,2,7,5,7,6,3,1,1,1,1,7,8,2,3,6,8,1,6,4
0fb608aa-0a61-4ae6-b644-58c29d610fd4,2025-04-03 13:23:53.794477+00:00,google,gemma3:12b,0,0,0,1,1,1,6,3,1,2,6,5,1,1,2,1,1,4,4,2,5,7,2,1,6,1,1,7,6,4,2,2,7,1,6,2
bd9e99ae-2c51-4812-83b2-cfaef8c0590f,2025-04-03 13:24:17.774534+00:00,google,gemma3:12b,0,0,0,1,1,1,6,3,1,3,7,7,1,2,2,1,1,6,6,3,3,9,2,1,1,1,1,8,7,1,2,4,8,1,5,2
43bda97a-bc60-4d13-a386-ed7fce0bbe29,2025-04-03 13:24:41.199391+00:00,google,gemma3:12b,0,0,0,2,1,2,8,4,1,1,2,7,1,1,2,3,1,6,6,5,2,7,3,1,1,1,6,8,7,3,2,1,9,1,7,2
671f9e70-2ebf-4e02-94f0-f54f04c893cb,2025-04-03 13:25:05.108186+00:00,google,gemma3:12b,0,0,0,2,1,2,2,1,1,2,3,3,1,1,1,1,1,2,6,1,3,3,2,1,4,1,3,3,1,3,1,3,1,1,1,2
8e2acecf-829e-45df-acd4-45cf25873065,2025-04-03 13:25:29.082039+00:00,google,gemma3:12b,0,0,0,2,2,1,6,3,4,1,6,7,1,1,1,1,2,3,4,5,7,8,3,1,2,1,1,7,7,3,1,6,8,1,6,2
95682d83-5a91-4833-8341-6d59948dc414,2025-04-03 13:25:54.601262+00:00,google,gemma3:12b,0,0,0,2,2,2,6,4,2,2,6,7,1,1,2,1,1,8,7,6,8,9,1,1,1,1,2,8,8,1,3,7,9,1,1,2
a0f64fca-221a-4f45-ae34-6af6ba8b9dba,2025-04-03 13:26:19.815107+00:00,google,gemma3:12b,0,0,0,1,1,3,5,2,2,2,6,7,1,1,2,1,2,2,4,3,1,8,4,1,1,1,1,7,6,6,1,4,8,1,3,2
76a29ad1-3f7e-46ec-94eb-f5d3db497a44,2025-04-03 13:26:43.724941+00:00,google,gemma3:12b,0,0,0,3,2,1,6,5,1,1,5,7,1,2,1,2,3,3,2,4,1,8,3,1,2,2,1,7,6,2,1,4,7,6,4,3
f4de5285-57af-49a6-8498-6a0b070699bc,2025-04-03 13:27:07.651044+00:00,google,gemma3:12b,0,0,0,2,1,1,6,3,1,1,7,6,1,1,2,1,3,6,6,4,2,7,1,4,1,1,1,8,8,1,2,1,8,1,7,2
c22d2001-69d0-44df-9e22-1e5e6f357620,2025-04-03 13:27:31.498267+00:00,google,gemma3:12b,0,0,0,2,3,1,7,3,2,1,6,6,6,1,2,1,1,3,4,5,2,8,3,1,2,2,4,7,8,3,1,6,7,1,7,2
29453c0d-2eec-46d8-835c-7884cf98d903,2025-04-03 13:27:55.331868+00:00,google,gemma3:12b,0,0,0,1,2,1,6,4,1,3,7,6,1,1,2,1,1,1,5,4,7,8,4,1,1,1,1,8,7,1,1,6,8,1,2,2
a7c3d5c5-9597-4e91-976b-65ee64bf2e68,2025-04-03 13:28:19.587517+00:00,google,gemma3:12b,0,0,0,2,2,1,6,5,1,1,6,8,2,3,4,3,2,3,6,4,7,6,5,1,3,1,1,7,7,2,3,1,7,2,4,3
1cc5b66b-b9ac-4664-b044-eb89012e3d69,2025-04-03 13:28:43.872246+00:00,google,gemma3:12b,0,0,0,1,1,2,6,3,1,1,7,6,1,1,2,1,1,1,5,3,4,8,2,1,2,1,4,7,6,2,2,3,7,1,5,1
1444f333-9fae-40bc-8b2e-33fc3cdf9337,2025-04-03 13:29:08.343887+00:00,google,gemma3:12b,0,0,0,2,2,2,6,3,1,1,7,6,1,2,1,2,2,7,4,3,6,6,2,2,1,2,1,7,1,1,2,4,8,1,5,1
be40c1e1-ecef-4a1a-be79-8f5cf25b66a7,2025-04-03 13:29:32.168209+00:00,google,gemma3:12b,0,0,0,1,2,2,7,4,1,2,1,7,1,1,2,1,2,3,7,3,6,8,3,1,1,1,1,7,6,2,2,6,8,1,6,2
e1baba44-ba77-4345-985a-09c34e0e6b3c,2025-04-03 13:29:56.148820+00:00,google,gemma3:12b,0,0,0,2,3,2,4,5,2,2,7,1,1,1,3,1,2,7,5,5,7,8,3,2,3,2,6,8,7,3,3,6,8,1,7,3
6bcdb0fa-27b6-4866-be11-9cfab99a7165,2025-04-03 13:30:19.975446+00:00,google,gemma3:12b,0,0,0,1,1,1,6,5,1,1,8,7,1,1,3,6,1,6,2,5,8,7,3,1,1,2,4,8,7,2,3,6,9,1,7,2
78604443-ec76-477b-91ae-9c7c648995a7,2025-04-03 13:30:44.176023+00:00,google,gemma3:12b,0,0,0,2,2,2,6,3,1,1,3,3,1,1,2,1,4,6,6,6,6,7,3,2,1,2,2,7,4,3,2,4,7,1,7,3
a51bf649-b7f6-402b-a90d-64d169e22e3c,2025-04-03 13:31:08.225534+00:00,google,gemma3:12b,0,0,0,2,1,2,7,4,1,1,7,8,1,1,2,1,1,6,5,3,9,10,1,1,1,1,1,8,1,1,1,1,6,1,6,8
fef4aed6-0555-4981-add2-6c972b998be3,2025-04-03 13:31:31.845416+00:00,google,gemma3:12b,0,0,0,2,6,3,6,3,1,2,7,7,1,1,4,1,2,3,1,5,3,4,3,1,1,1,1,8,8,2,3,6,2,1,7,6
