cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
8330ee81-af33-4f99-a4c8-39167c45cc57,2025-04-02 14:56:30.801415+00:00,mistralai,ministral-3b-latest,0,3483,236,5,7,4,3,1,6,2
778c0eb0-c2e3-4b6d-8678-ea24a0a2fed6,2025-04-02 14:56:38.854307+00:00,mistralai,ministral-3b-latest,0,3483,234,6,7,5,2,4,1,3
e2424bda-4e5d-44c8-a1e0-c5d0df00c76f,2025-04-02 14:56:44.985337+00:00,mistralai,ministral-3b-latest,0,3483,271,6,3,4,5,1,7,2
ba1faae9-cff5-4ca6-b1b2-96392c5c242e,2025-04-02 14:56:53.233563+00:00,mistralai,ministral-3b-latest,0,3483,244,6,3,7,4,5,2,1
e96b689b-3c04-4114-bec5-462135643216,2025-04-02 14:56:58.581297+00:00,mistralai,ministral-3b-latest,0,3483,260,3,7,6,1,4,2,5
9dcb47f5-31e0-4e2e-9e61-449cf8fe043c,2025-04-02 14:57:04.376306+00:00,mistralai,ministral-3b-latest,0,3483,232,4,3,6,7,5,1,2
09d0f8b7-ee9c-47f1-bcf6-6c6e4e99d9d8,2025-04-02 14:57:10.118787+00:00,mistralai,ministral-3b-latest,0,3483,231,7,6,2,3,1,4,5
9b461907-304b-484b-af51-a63f73e6c324,2025-04-02 14:57:16.488912+00:00,mistralai,ministral-3b-latest,0,3483,254,3,6,4,7,1,2,5
0c9a96ed-8fae-41b7-9110-debceb1006f8,2025-04-02 14:57:21.830821+00:00,mistralai,ministral-3b-latest,0,3483,231,6,7,4,2,1,5,3
7f3b046e-a348-4098-bac1-a101dab0b7f4,2025-04-02 14:57:26.505233+00:00,mistralai,ministral-3b-latest,0,3483,229,7,3,4,6,2,5,1
07a8ecdc-97d1-4ba1-939c-3099ac8a197e,2025-04-02 14:57:31.388524+00:00,mistralai,ministral-3b-latest,0,3483,231,2,7,6,3,1,5,4
cff6d359-0f75-41fb-9c67-84951d83ba8e,2025-04-02 14:57:41.030578+00:00,mistralai,ministral-3b-latest,0,3483,252,1,7,6,5,4,2,3
663b94a5-feaa-414c-821d-1903fd7635b9,2025-04-02 14:57:44.947793+00:00,mistralai,ministral-3b-latest,0,3483,255,4,3,7,1,6,5,2
adef2957-b758-43e1-81d1-d54f9a1a253c,2025-04-02 14:57:52.067199+00:00,mistralai,ministral-3b-latest,0,3483,240,3,7,5,6,1,2,4
0e612e54-440a-4d3d-890d-f10818d2fffc,2025-04-02 14:57:59.086496+00:00,mistralai,ministral-3b-latest,0,3483,249,7,3,2,4,5,6,1
35fd5c6c-6c87-488d-8b02-bf9fad3d1f0d,2025-04-02 14:58:04.373283+00:00,mistralai,ministral-3b-latest,0,3483,238,2,6,4,7,1,5,3
