cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
d077172b-408f-4196-8907-4f813240ee9c,2025-03-20 18:06:49.112365+00:00,meta,llama3.2,0,0,0,3,6,1,7,2,4,5
a4d084b8-7786-46db-9ebb-f1d8853eac45,2025-03-20 18:07:03.903601+00:00,meta,llama3.2,0,0,0,2,3,5,1,7,4,6
07309fa0-3d12-45ab-93d2-72361a35937b,2025-03-20 18:07:19.843436+00:00,meta,llama3.2,0,0,0,4,1,5,2,7,3,6
daaae59a-8d89-449b-b9a3-abe63d4a73b6,2025-03-20 18:07:34.704036+00:00,meta,llama3.2,0,0,0,4,5,7,1,6,2,3
60d5d448-f190-473b-ace7-ba5f26884181,2025-03-20 18:07:49.832517+00:00,meta,llama3.2,0,0,0,2,7,6,4,5,1,3
1144e39d-1188-4746-bec6-545ba4afe2ad,2025-03-20 18:08:03.554336+00:00,meta,llama3.2,0,0,0,1,6,2,5,3,7,4
b4a2875b-8d9b-410c-af48-a3f683003847,2025-03-20 18:08:17.572231+00:00,meta,llama3.2,0,0,0,3,5,4,1,7,2,6
9fc4c6a8-08d0-4ddd-98e2-121cf6f82428,2025-03-20 18:08:31.051136+00:00,meta,llama3.2,0,0,0,5,7,1,6,3,2,4
02586293-9552-4836-8e7b-b252bba89672,2025-03-20 18:08:56.946191+00:00,meta,llama3.2,0,0,0,2,5,1,6,7,4,3
348a9d4e-b05e-4c9a-9398-6fbff588c432,2025-03-27 14:47:18.334668+00:00,meta,llama3.2,0,0,0,3,7,6,2,1,5,4
76bd4177-d1ad-45f1-b8d3-61487e40b7e9,2025-03-27 14:47:25.863020+00:00,meta,llama3.2,0,0,0,1,2,5,7,6,3,4
cd690ffc-75da-4b34-b9e4-f2e11c393e66,2025-03-27 14:47:33.190452+00:00,meta,llama3.2,0,0,0,5,7,6,3,4,1,2
34b3c701-7c39-4f23-9f5b-92daea0273a5,2025-03-27 14:47:40.577318+00:00,meta,llama3.2,0,0,0,5,3,7,1,6,4,2
b927fa49-b732-48be-ace3-6de7a9ac5eaa,2025-03-27 14:47:48.035207+00:00,meta,llama3.2,0,0,0,5,3,2,6,7,1,4
7766d037-fc77-4a96-8b97-bf9a70674146,2025-03-27 14:47:55.291793+00:00,meta,llama3.2,0,0,0,6,2,5,4,7,1,3
50c9aa4b-6017-4d94-9c8b-77586c49b5b5,2025-03-27 14:48:02.563272+00:00,meta,llama3.2,0,0,0,1,6,5,2,7,4,3
8ef45e31-12d3-46f7-a629-e9429b929537,2025-03-27 14:48:09.996891+00:00,meta,llama3.2,0,0,0,3,1,2,5,7,6,4
df5b8b21-2931-4f01-8724-38bf4e5a8b97,2025-03-27 14:48:17.369020+00:00,meta,llama3.2,0,0,0,2,7,5,1,3,6,4
a4cc8e6f-cb34-4de4-b12f-13f4b8571624,2025-03-27 14:48:24.661212+00:00,meta,llama3.2,0,0,0,2,5,4,6,1,3,7
239f97f0-3310-4635-a275-f00776860850,2025-03-27 15:32:59.488918+00:00,meta,llama3.2,0,0,0,6,3,5,4,2,1,7
f2d699f0-3d95-4b85-9dd9-2479ad68aad0,2025-03-27 15:33:06.678373+00:00,meta,llama3.2,0,0,0,6,5,3,7,4,2,1
cd331c65-5053-4c23-8aea-683321eb380c,2025-03-27 15:33:14.087722+00:00,meta,llama3.2,0,0,0,4,5,7,1,6,2,3
f371dd3d-6043-4662-8f6e-d7a4bd57ff16,2025-03-27 15:33:21.449689+00:00,meta,llama3.2,0,0,0,7,1,5,3,4,2,6
a8888fd9-76a0-470f-8f13-545db596e53d,2025-03-27 15:33:28.751374+00:00,meta,llama3.2,0,0,0,4,1,5,2,3,6,7
81b37f3a-b822-4960-aa57-ca422d565569,2025-03-27 15:33:35.966210+00:00,meta,llama3.2,0,0,0,5,6,3,2,7,4,1
f4d58afe-5912-4749-a90e-10efa9357986,2025-03-27 15:33:43.318859+00:00,meta,llama3.2,0,0,0,4,6,3,2,5,1,7
d4e48524-2405-41bc-bfd2-6822d0298154,2025-03-27 15:33:50.739218+00:00,meta,llama3.2,0,0,0,6,3,4,5,7,2,1
ce2d6bbb-bbed-4cb2-ae52-34c63ee2f36e,2025-03-27 15:33:58.122972+00:00,meta,llama3.2,0,0,0,4,5,3,2,7,1,6
ca9a372f-83b3-4bc7-9108-43789e4ce4fc,2025-03-27 15:34:05.020768+00:00,meta,llama3.2,0,0,0,5,6,2,1,7,3,4
afab81f0-ef0b-4832-b5a2-6fd48d040316,2025-03-27 15:34:12.530375+00:00,meta,llama3.2,0,0,0,5,6,1,7,2,4,3
d5d5fde1-972b-4028-92fb-d55655a79b2e,2025-03-27 15:34:19.795034+00:00,meta,llama3.2,0,0,0,5,7,2,6,4,1,3
6d1c5b9c-a0ee-45be-be79-1ec50ab35ba3,2025-03-27 15:34:27.319305+00:00,meta,llama3.2,0,0,0,4,7,6,3,1,5,2
4407299b-9d14-430f-9fc1-f92a427ba68b,2025-03-27 15:34:34.733139+00:00,meta,llama3.2,0,0,0,5,2,3,4,7,1,6
2b6d22ff-bee9-4387-970c-407c60be36d4,2025-03-27 15:34:42.134728+00:00,meta,llama3.2,0,0,0,7,1,2,5,6,4,3
2e80b11f-1a90-4e30-b6d2-fd93ad8eb7e5,2025-03-27 15:34:49.525285+00:00,meta,llama3.2,0,0,0,1,7,5,2,6,3,4
224924dc-5123-455d-af18-388fda2c28cd,2025-03-27 15:34:57.068548+00:00,meta,llama3.2,0,0,0,7,5,2,1,3,4,6
8b92488b-98ed-41c8-9d5a-531f035d7852,2025-03-27 15:35:04.489676+00:00,meta,llama3.2,0,0,0,7,5,3,2,4,6,1
5005870b-5e7f-4f5f-ac98-0a96a8c3f779,2025-03-27 15:35:11.887022+00:00,meta,llama3.2,0,0,0,5,4,6,7,3,2,1
