cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a moderate cut in CO2 emissions (at least 25% in over the next 10 years).,P4. Policies that involve a dramatic cut back in CO2 emissions (at least 50% in the next 10 years).,P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
b61efad6-6601-467b-9500-12f0989dc86e,2025-03-25 13:25:31.838168+00:00,google,gemini-1.5-pro,0,3508,229,7,5,4,1,3,6,2
cbf9edac-8b43-4872-853d-ac01a6d6f440,2025-03-25 13:25:37.283164+00:00,google,gemini-1.5-pro,0,3508,230,7,6,5,1,3,4,2
9fe1f091-1fb4-460a-8d38-3c050f9bb3cc,2025-03-25 13:25:42.804442+00:00,google,gemini-1.5-pro,0,3508,233,7,3,6,4,2,5,1
997c7684-7e34-44fe-8b09-a0cfd4e33941,2025-03-25 13:25:48.237702+00:00,google,gemini-1.5-pro,0,3508,233,2,5,4,6,1,3,7
f3dbfa08-7644-4887-ae27-ebe6e57d8ad8,2025-03-25 13:25:53.872446+00:00,google,gemini-1.5-pro,0,3508,235,6,7,2,1,4,5,3
be016707-2a9a-4f1c-9680-b40c21ae9596,2025-03-25 13:25:59.589252+00:00,google,gemini-1.5-pro,0,3508,233,7,6,4,1,2,3,5
299fae32-104e-43db-ace3-ba0a9f175aab,2025-03-25 13:26:05.033072+00:00,google,gemini-1.5-pro,0,3508,233,1,2,4,3,6,7,5
68339eea-d8eb-4eb4-86f6-624ae3517b83,2025-03-25 13:26:10.765996+00:00,google,gemini-1.5-pro,0,3508,232,1,4,6,5,7,2,3
0a337095-1ac0-4d1e-a4da-1f3a886c25ad,2025-03-25 13:26:16.490557+00:00,google,gemini-1.5-pro,0,3508,231,7,6,4,2,1,3,5
b233c2b9-4232-4dd8-9abd-7eca95ff5448,2025-03-27 09:51:03.931658+00:00,google,gemini-1.5-pro,0,3508,236,6,7,2,1,4,3,5
b79e28d1-042d-413b-8da4-5533cedbe066,2025-03-27 09:51:09.436143+00:00,google,gemini-1.5-pro,0,3508,233,7,2,6,1,3,4,5
2378c06a-b265-4165-b4d6-767ba294a2a4,2025-03-27 09:51:14.899921+00:00,google,gemini-1.5-pro,0,3508,233,6,7,3,1,4,5,2
07dbad65-5f7f-4346-a3ff-7a3fa1480703,2025-03-27 09:51:20.385016+00:00,google,gemini-1.5-pro,0,3508,233,6,7,4,3,1,5,2
b56eeeb0-4530-4f1e-b749-18203c8a9563,2025-03-27 09:51:25.753688+00:00,google,gemini-1.5-pro,0,3508,233,7,6,3,1,4,2,5
9810b679-c1a8-4aeb-874b-8d51672ef98c,2025-03-27 09:51:31.381140+00:00,google,gemini-1.5-pro,0,3508,233,7,3,6,5,1,4,2
7a6c27ec-24f1-43c6-911a-1de4b067ef72,2025-03-27 09:51:37.082352+00:00,google,gemini-1.5-pro,0,3508,235,7,6,5,1,4,2,3
2e8bc833-45f1-4003-ba3d-37bfc6c1b38d,2025-03-27 09:51:47.935247+00:00,google,gemini-1.5-pro,0,3508,230,3,5,7,1,6,4,2
dd91ce32-6024-4bea-b25f-150478f8ca60,2025-03-27 09:51:54.747713+00:00,google,gemini-1.5-pro,0,3508,227,3,1,6,5,7,4,2
c4ab236a-13fb-44ee-8767-74040bf5ae52,2025-03-27 09:52:00.152799+00:00,google,gemini-1.5-pro,0,3508,228,6,7,3,5,4,2,1
1afde9d7-9382-42c2-b29b-ddae1828c8c4,2025-03-27 10:10:02.038373+00:00,google,gemini-1.5-pro,0,3508,230,1,4,3,5,7,6,2
7bd94c12-477c-4501-83f5-b99e3469f153,2025-03-27 10:10:07.222955+00:00,google,gemini-1.5-pro,0,3508,231,5,6,4,2,7,3,1
7bd92628-c797-4521-a608-2a4baec7979b,2025-03-27 10:10:16.802203+00:00,google,gemini-1.5-pro,0,3508,228,7,6,1,3,5,4,2
b5a22b53-144e-4d41-a839-1afd5e4a2d53,2025-03-28 10:15:15.601682+00:00,google,gemini-1.5-pro,0,3508,229,7,4,3,2,1,5,6
