cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
72046880-0946-41cb-a379-905e809299b8,2025-04-02 15:14:36.184956+00:00,mistralai,ministral-3b-latest,0,4480,405,3,2,8,4,5,1,7,6
6bedf852-c484-440a-8941-37e38c8681bb,2025-04-02 15:14:44.689126+00:00,mistralai,ministral-3b-latest,0,4480,325,4,7,5,6,1,2,8,3
1182e951-3882-4df8-8214-424ab7197809,2025-04-02 15:14:56.117908+00:00,mistralai,ministral-3b-latest,0,4480,423,4,1,3,2,6,8,5,7
a5884f80-fa40-4696-8533-657664811257,2025-04-02 15:15:03.578447+00:00,mistralai,ministral-3b-latest,0,4480,436,6,8,1,4,5,7,3,2
0a321e5c-9650-4fa9-8986-09800292592c,2025-04-02 15:15:11.322955+00:00,mistralai,ministral-3b-latest,0,4480,420,6,7,1,8,3,5,4,2
96d0b1e5-1e72-4203-a5cd-7ee810518740,2025-04-02 15:15:17.146714+00:00,mistralai,ministral-3b-latest,0,4480,325,1,2,4,5,3,6,7,8
29a59b97-b441-4cff-a6b7-a458a86eb1ae,2025-04-02 15:15:24.752352+00:00,mistralai,ministral-3b-latest,0,4480,416,6,4,5,1,7,2,3,8
eda2cf6b-a6c3-4191-bf9b-76c5b5506d73,2025-04-02 15:15:32.287414+00:00,mistralai,ministral-3b-latest,0,4478,377,8,2,5,7,3,6,1,4
f82598ea-f86c-4fe8-9ae1-f77c5249621d,2025-04-02 15:15:40.384540+00:00,mistralai,ministral-3b-latest,0,4480,388,4,7,5,2,3,1,8,6
c2acd74f-31ba-48c5-951f-dba94ff0de50,2025-04-02 15:15:47.877194+00:00,mistralai,ministral-3b-latest,0,4480,373,4,7,5,1,2,3,8,6
c4067d14-1579-4048-aa2b-3f85c302ce53,2025-04-02 15:15:58.224526+00:00,mistralai,ministral-3b-latest,0,4480,464,5,4,2,1,8,7,6,3
fec5ba6c-2399-4a0d-b4a5-880ed39fadbc,2025-04-02 15:16:06.040662+00:00,mistralai,ministral-3b-latest,0,4480,425,4,7,1,8,5,6,3,2
e9f01daf-369f-47c1-ae4f-9d3d180b4c2f,2025-04-02 15:16:16.214268+00:00,mistralai,ministral-3b-latest,0,4480,346,1,3,5,2,6,7,4,8
e20f0eb8-85c7-4abf-9cbc-1f9171be77d4,2025-04-02 15:16:25.459813+00:00,mistralai,ministral-3b-latest,0,4480,325,4,5,1,3,2,8,6,7
563d57ec-c4d8-43d9-becd-5966d65d7cfc,2025-04-02 15:16:32.291630+00:00,mistralai,ministral-3b-latest,0,4474,418,7,5,1,2,4,3,8,6
bdaa81b2-3521-4932-a23b-1150cebdcbbf,2025-04-02 15:16:38.900831+00:00,mistralai,ministral-3b-latest,0,4478,362,1,8,6,5,4,2,7,3
babd40f4-bd2b-4e8c-bbf7-3ab2d47de74a,2025-04-02 15:16:45.035355+00:00,mistralai,ministral-3b-latest,0,4480,363,6,3,5,8,4,2,1,7
07a0d3b7-0316-480b-bcbe-4ec1c1822c49,2025-04-02 15:16:53.571582+00:00,mistralai,ministral-3b-latest,0,4480,418,7,8,2,3,1,6,5,4
50f4d379-4f9b-4bf1-8a89-5b8690a6bb4d,2025-04-02 15:17:00.797377+00:00,mistralai,ministral-3b-latest,0,4480,348,3,2,4,5,8,1,7,6
