cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. Short term development thinking will ultimately lead to longer term reef damage and economic impacts.,C2. Economic development associated with mining will provide more opportunities for future generations in North Queensland.,C3. Protection of the Great Barrier Reef is worthwhile at whatever cost.,C4. If we don't take steps to protect the Great Barrier Reef future generations will miss out on the opportunity to experience the reef.,C5. We don't need to worry too much about environmental damage in the Great Barrier Reef because future generations will be better able to deal with these problems than we are.,"C6. If future generations could have their say about the Great Barrier Reef, they would be less concerned about the environmental impacts than many people make out.",C7. Townsville is better off because of mining development.,"C8. We should prioritise protecting the environment in Townsville, even if it hurts our economy.",C9. Jobs and growth in Townsville should be prioritised over Great Barrier Reef protection.,C10. Government should be doing more to reduce greenhouse gas emissions.,C11. Mining development in Australia is a risk to the environment.,C12. I think enough is being done to effectively manage the Great Barrier Reef.,C13. Climate change impacts on the Great Barrier Reef aren't something I'm worried about.,"C14. Climate change is a threat, but the impacts are too distant for immediate concern.","C15. Each new Australian coal mine will contribute greenhouse emissions that exacerbate the risk of climate change, and impacts to the Reef.",C16. There is no point throwing money at protecting the reef if our other actions contribute to its continuing decline.,C17. The Great Barrier Reef underpins more direct and indirect jobs than mining does. ,C18. The negative publicity about climate change impacts on the reef has negatively affected the local tourism industry.,C19. A few self-interested politicians and influential companies are prepared to sacrifice our well-being for their own short-term gain.,"C20. Government should provide funding support for industry, including mining projects such as the Adani mine.","C21. Coal-generated electricity must be phased out if we are to avoid catastrophic impacts of global warming, including the loss of the Great Barrier Reef.",C22. The Great Barrier Reef is a great asset for the economy of this region and we should prioritise protecting it.,C23. Climate change is an immediate threat requiring action.,C24. I feel that future generations have been adequately considered in the management of the Great Barrier Reef.,C25. The mining industry provides thousands of jobs. Without it unemployment would have skyrocketed in regional Queensland.,C26. There are more jobs to lose from Great Barrier Reef tourism than to be gained from the coal industry.,C27. Australia's contribution to global greenhouse gas emissions is so small that we should wait for other countries to take action on climate change before we do. ,"C28. If we are serious about maintaining and improving people's living standards in Townsville, we need to make the most out of coal exports.",C29. We should prioritise economic development and job creation in Townsville over the environment. ,C30. It is not possible to conserve the reef over the long term without addressing climate change ,"C31. While job creation is important, we should prioritise industries that have less impact on the reef over those that have greater impact on the reef. ",C32. The first priority should be reducing other pressures on the reef (such as agricultural runoff or coastal development) so that the reef will be more resilient to climate change impacts. ,C33. More scientific research is needed before we can say if climate change is a threat to the Great Barrier Reef.,C34. Deep-pocketed green groups are willing to sacrifice our local economy for their own goals. ,C35. There is no strong scientific evidence to suggest that the Great Barrier Reef is under threat from climate change.
130ae03e-6fb3-461e-a6f6-3ba026303604,2025-03-27 19:48:11.899640+00:00,qwen,qwen2-72b-instruct,0,3756,257,6,4,7,7,1,1,4,7,2,7,6,2,1,2,7,6,7,5,5,3,7,7,7,3,5,6,1,3,2,7,7,7,3,3,1
be951cb8-ad94-4fcf-b925-54224c62d9a5,2025-03-27 19:48:20.093510+00:00,qwen,qwen2-72b-instruct,0,3756,259,6,4,6,7,1,1,5,7,2,6,6,2,1,3,6,5,6,5,5,3,7,7,7,2,5,6,1,3,2,7,6,6,1,1,1
69874ce5-7723-429e-94ad-ca865a78f621,2025-03-27 19:48:28.395592+00:00,qwen,qwen2-72b-instruct,0,3756,256,7,4,6,7,1,2,4,6,2,7,5,2,2,3,6,6,6,4,5,3,7,7,7,3,4,6,2,3,2,7,6,6,2,3,1
a1bec73e-0948-44ea-be68-695ecadfe909,2025-03-27 19:48:36.691272+00:00,qwen,qwen2-72b-instruct,0,3754,259,7,4,7,7,1,1,5,6,2,7,6,2,1,2,6,7,6,5,4,3,7,7,7,3,5,6,2,3,2,7,7,7,2,2,1
750f7b13-b7ec-4036-9ea0-c4947ef5c71b,2025-03-27 19:48:44.963862+00:00,qwen,qwen2-72b-instruct,0,3754,257,7,5,5,7,1,1,4,6,2,7,6,3,1,2,7,5,7,4,6,3,7,7,7,2,5,6,1,4,2,7,7,7,1,2,1
c155845a-caa4-4b65-ac3d-e33a0e08076e,2025-03-27 21:03:33.657179+00:00,qwen,qwen2-72b-instruct,0,3756,262,7,4,7,7,1,1,4,6,2,7,6,1,1,2,7,7,6,5,5,2,7,7,7,2,4,7,1,2,2,7,7,7,2,2,1
8146d971-ef48-4623-90f6-dc898f1ecae7,2025-03-27 21:03:42.141238+00:00,qwen,qwen2-72b-instruct,0,3756,256,7,4,6,7,1,2,4,5,2,7,6,2,2,3,7,6,6,4,5,3,7,6,7,3,5,6,1,4,2,7,6,6,1,2,1
bf6296af-b769-469b-ac0e-a55efbdf58e7,2025-03-27 21:03:50.408587+00:00,qwen,qwen2-72b-instruct,0,3754,257,7,6,7,7,2,2,6,7,4,7,5,4,2,3,7,7,6,5,5,5,7,7,7,4,6,6,3,4,4,7,6,7,3,3,2
c6e33957-41b6-434e-8aa4-8eab89c83cfc,2025-03-27 21:03:58.899412+00:00,qwen,qwen2-72b-instruct,0,3756,257,7,4,7,7,2,2,5,6,3,7,6,2,2,4,7,6,7,5,6,3,7,7,7,3,5,7,2,4,3,7,7,7,3,3,2
d9a20efc-6456-41e0-af33-38d837882904,2025-03-27 21:04:09.447425+00:00,qwen,qwen2-72b-instruct,0,3756,256,6,4,6,7,2,2,5,6,2,7,5,3,2,3,6,5,6,5,4,3,7,7,7,3,5,6,2,4,3,7,6,6,3,3,2
1da1f385-3509-4e94-9707-b9edcdeedba0,2025-03-27 21:04:17.809554+00:00,qwen,qwen2-72b-instruct,0,3753,255,7,5,6,7,1,1,5,6,2,7,6,2,1,3,7,7,7,5,5,4,7,7,7,2,7,7,1,3,2,7,6,7,1,3,1
2c5ccd1c-2a6b-4884-930c-efc158b75b00,2025-03-27 21:04:26.304492+00:00,qwen,qwen2-72b-instruct,0,3756,257,6,3,7,7,1,1,4,6,3,7,6,1,1,3,7,6,7,4,5,2,7,7,7,2,4,7,1,3,2,7,7,7,2,1,1
c5bcaa6d-fff8-46ff-a5e7-0018710cf05e,2025-03-27 21:04:34.942953+00:00,qwen,qwen2-72b-instruct,0,3754,252,6,4,7,7,1,2,5,6,2,7,6,3,2,3,7,7,7,5,5,4,7,7,7,3,5,6,2,3,2,7,6,7,2,3,1
c11d512e-2b9b-43a2-996a-01aacb8c8827,2025-03-27 21:04:43.239158+00:00,qwen,qwen2-72b-instruct,0,3751,257,7,4,6,7,1,1,4,7,2,7,7,1,1,2,7,7,7,5,2,2,7,7,7,3,4,7,1,2,2,7,7,7,1,2,1
0b717a09-a6f5-4370-a4b9-a119ac8ace30,2025-03-27 21:04:51.654892+00:00,qwen,qwen2-72b-instruct,0,3753,260,7,3,6,7,1,1,3,6,1,7,7,1,1,1,7,7,7,5,5,2,7,7,7,1,3,7,1,2,1,7,7,7,1,2,1
4f960e86-3cc1-46a5-9a7d-d4082be2e996,2025-03-27 21:05:00.128611+00:00,qwen,qwen2-72b-instruct,0,3754,257,7,5,6,7,2,2,5,6,3,7,6,3,2,3,7,6,6,5,5,4,7,7,7,4,5,6,2,5,2,7,7,6,2,3,1
326f509e-e726-449e-b51b-089ab69c9beb,2025-03-27 21:05:08.582183+00:00,qwen,qwen2-72b-instruct,0,3756,257,6,5,7,7,2,2,5,6,3,7,6,3,2,3,6,7,6,4,5,4,7,7,7,3,4,6,2,4,3,7,7,7,2,3,2
8070f974-e223-4508-aa3a-c89fc3b23526,2025-03-27 21:05:17.024997+00:00,qwen,qwen2-72b-instruct,0,3756,260,7,4,6,7,1,1,4,7,1,7,6,1,1,2,7,7,7,5,5,2,7,7,7,1,4,7,1,3,1,7,7,6,1,2,1
ddc177cf-29a8-47b1-aa92-5126162d6143,2025-03-27 21:05:25.857040+00:00,qwen,qwen2-72b-instruct,0,3756,257,7,4,7,7,1,1,5,7,3,7,6,3,1,2,7,6,7,4,6,3,7,7,7,3,5,7,1,4,2,7,7,7,1,2,1
409a2cd4-546b-495a-aa4f-b70c15e4b9e5,2025-03-27 21:05:34.439979+00:00,qwen,qwen2-72b-instruct,0,3754,262,6,4,5,7,1,1,4,7,2,7,5,2,1,3,6,4,6,4,3,3,7,7,7,2,4,6,1,3,2,7,6,6,2,2,1
66ad7b7d-f40b-4060-bcd2-9adc19d545ad,2025-03-27 21:05:43.339474+00:00,qwen,qwen2-72b-instruct,0,3756,259,7,3,6,7,2,2,5,7,3,7,6,3,2,3,6,7,6,5,5,3,7,7,7,3,5,6,2,3,3,7,7,7,2,2,1
8c250c1b-7350-463f-980f-a3001417f172,2025-03-27 21:05:51.940203+00:00,qwen,qwen2-72b-instruct,0,3756,258,7,3,7,7,1,1,5,7,2,7,6,1,1,2,7,7,6,4,5,2,7,7,7,2,7,6,1,3,2,7,7,7,1,2,1
d1180d5f-c04e-4f1c-a1af-96d599bee798,2025-03-27 21:06:00.495757+00:00,qwen,qwen2-72b-instruct,0,3754,271,7,3,7,7,1,1,5,6,3,7,6,1,1,2,7,5,6,4,5,3,7,7,7,1,4,6,1,4,2,7,6,7,2,2,1
0c9816f6-4910-45c6-8513-1134c0e7e3f2,2025-03-27 21:06:09.266532+00:00,qwen,qwen2-72b-instruct,0,3753,252,7,5,6,7,2,2,4,6,3,7,6,2,2,3,7,5,7,4,5,3,7,7,7,3,5,7,2,4,3,7,7,7,2,2,1
4b354b37-3d15-43a4-929d-6a740716d071,2025-03-27 21:06:17.482246+00:00,qwen,qwen2-72b-instruct,0,3756,258,7,3,7,7,1,1,4,6,2,7,6,3,2,3,7,6,6,5,5,2,7,7,7,4,5,6,1,2,2,7,7,7,2,1,1
a5461e89-851c-486f-8e69-f25ddee2ff20,2025-03-27 21:06:33.613300+00:00,qwen,qwen2-72b-instruct,0,3756,257,7,4,7,7,1,1,5,6,2,7,6,2,1,1,7,6,6,5,4,3,7,7,7,3,4,7,1,2,2,7,7,7,2,2,1
003652cb-9476-4950-b0e5-3998e8cb21a5,2025-03-27 21:06:42.045594+00:00,qwen,qwen2-72b-instruct,0,3756,257,7,4,7,7,1,1,5,7,2,7,6,3,1,3,7,6,6,5,5,2,7,7,7,4,5,7,2,3,2,7,7,6,3,2,1
602c2457-e5b3-4e17-abc5-7479b17ec923,2025-03-27 21:06:50.507008+00:00,qwen,qwen2-72b-instruct,0,3756,256,7,4,7,6,2,2,4,6,3,7,6,3,2,3,6,5,6,5,5,4,7,7,7,3,4,6,2,4,3,7,6,6,2,3,1
683a4985-f38e-4373-bbcc-c7ecca87cf1a,2025-03-27 21:06:59.302804+00:00,qwen,qwen2-72b-instruct,0,3753,258,7,4,6,7,1,2,3,6,2,7,6,2,2,3,7,7,6,5,2,4,7,7,7,3,4,6,1,3,3,7,6,6,2,2,1
