cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
7d0820b6-3978-4a34-b927-93840106b3a5,2025-04-03 08:27:14.366995+00:00,mistralai,open-mistral-7b,0,3797,315,7,5,4,2,3,1,6
e06274cf-2164-4750-abed-4266b7e3fa34,2025-04-03 08:27:23.636784+00:00,mistralai,open-mistral-7b,0,3797,296,3,7,5,1,6,2,4
78750a3d-e282-4c78-b9f2-8ede88095921,2025-04-03 08:27:27.675329+00:00,mistralai,open-mistral-7b,0,3797,273,6,7,4,1,3,2,5
72bc57ee-863f-4a40-9b36-a8bb28894063,2025-04-03 08:27:31.246206+00:00,mistralai,open-mistral-7b,0,3797,247,6,7,3,4,5,1,2
0acc08fa-1643-4e11-881e-e0a0624e3f56,2025-04-03 08:27:34.716423+00:00,mistralai,open-mistral-7b,0,3797,271,4,7,1,6,3,2,5
70676c68-f817-45aa-bcbd-a8528a94555c,2025-04-03 08:27:38.288763+00:00,mistralai,open-mistral-7b,0,3797,277,3,7,2,1,4,6,5
342baf1b-efa0-4066-90a7-c468705119d9,2025-04-03 08:27:46.362538+00:00,mistralai,open-mistral-7b,0,3797,284,6,7,1,4,5,3,2
757e05b5-63c8-491c-a99a-75ae5506c9ac,2025-04-03 08:27:50.058492+00:00,mistralai,open-mistral-7b,0,3797,276,2,7,3,4,6,1,5
5807adcc-a130-47b6-83ed-96b17856ae11,2025-04-03 08:27:53.735426+00:00,mistralai,open-mistral-7b,0,3797,266,5,7,3,6,4,2,1
e30ca990-13d7-4d95-b2d5-4f5f246605ec,2025-04-03 08:27:57.701559+00:00,mistralai,open-mistral-7b,0,3797,276,5,7,4,3,2,1,6
561c4717-116b-459a-a77c-5834af6f18be,2025-04-03 08:28:01.391407+00:00,mistralai,open-mistral-7b,0,3797,294,5,7,3,4,6,1,2
12dbcdc7-e882-4754-8e2e-ac6c9ac5818d,2025-04-03 08:28:08.271846+00:00,mistralai,open-mistral-7b,0,3797,273,6,7,4,5,3,1,2
f047ac29-f8b6-46b3-a501-0f4f0970459d,2025-04-03 08:28:11.942035+00:00,mistralai,open-mistral-7b,0,3797,272,6,4,3,7,2,5,1
c7d3f4f7-97da-4e9d-bf5a-1c776f397d31,2025-04-03 08:28:15.834396+00:00,mistralai,open-mistral-7b,0,3797,264,3,6,2,7,4,5,1
26b9b10b-a4a5-4b15-91e1-ff555ff09740,2025-04-04 13:11:32.888860+00:00,mistralai,open-mistral-7b,0,3797,292,6,7,3,4,5,1,2
6a20771b-557e-412c-a450-586fb00ab2b8,2025-04-04 13:11:37.045868+00:00,mistralai,open-mistral-7b,0,3797,263,4,7,6,3,5,1,2
74a636f4-76fc-4f34-96cb-b7bc7b782a19,2025-04-04 13:11:41.134602+00:00,mistralai,open-mistral-7b,0,3797,266,7,6,3,4,5,1,2
9b6f0cf4-d2db-4125-910b-72cefc62133f,2025-04-04 13:11:45.267356+00:00,mistralai,open-mistral-7b,0,3797,254,3,6,4,7,2,1,5
a777934d-629f-41a3-a309-5d1ce04c59de,2025-04-04 13:11:48.709043+00:00,mistralai,open-mistral-7b,0,3797,274,6,7,4,2,1,5,3
a0177de0-1a7d-4222-935b-d6db9dbea238,2025-04-04 13:11:52.519475+00:00,mistralai,open-mistral-7b,0,3797,278,7,2,4,6,3,5,1
e15c425c-5476-45c8-9229-5d004f35271d,2025-04-04 13:11:59.590670+00:00,mistralai,open-mistral-7b,0,3797,277,6,7,4,1,5,2,3
b00dc918-48eb-4781-848a-85976ebefe66,2025-04-04 13:12:04.333039+00:00,mistralai,open-mistral-7b,0,3797,265,5,7,3,4,6,1,2
b38e628c-7ec6-49e1-9747-331572befa74,2025-04-04 13:12:08.352524+00:00,mistralai,open-mistral-7b,0,3797,282,4,7,6,5,2,3,1
ff42633f-4dd1-4f62-933d-5174c6cf3cd3,2025-04-04 13:12:12.794103+00:00,mistralai,open-mistral-7b,0,3797,274,5,7,1,4,6,3,2
94d2e22f-819c-4874-bb5a-ad8bf4d214d6,2025-04-04 13:12:16.911475+00:00,mistralai,open-mistral-7b,0,3797,266,7,3,1,6,2,5,4
92ca1378-2e48-444c-a824-549fbc816e58,2025-04-04 13:12:20.556116+00:00,mistralai,open-mistral-7b,0,3797,297,7,6,3,5,4,1,2
c59b84a0-8969-4ea5-b41b-bd5e3139d9c8,2025-04-04 13:12:24.441623+00:00,mistralai,open-mistral-7b,0,3797,280,2,6,5,7,1,4,3
d38a31e4-6ed6-4f92-bef0-f4ea0ff31f48,2025-04-04 13:12:28.902401+00:00,mistralai,open-mistral-7b,0,3797,275,7,6,4,5,3,1,2
10d407b8-cd87-4bcc-919e-7bb2b2eac5c3,2025-04-04 13:12:33.146501+00:00,mistralai,open-mistral-7b,0,3797,261,7,2,3,6,4,5,1
75df23cd-3399-4df9-8cac-42e91fb7850d,2025-04-04 13:12:36.738678+00:00,mistralai,open-mistral-7b,0,3797,257,6,7,4,1,2,3,5
dc8709a1-e377-40c7-b389-1dc083017470,2025-04-04 13:12:40.691172+00:00,mistralai,open-mistral-7b,0,3797,252,5,7,2,1,6,4,3
32256c70-467c-4720-891a-31ce4589201c,2025-04-04 13:12:47.419800+00:00,mistralai,open-mistral-7b,0,3797,276,7,3,2,4,6,5,1
947c06a0-03e6-453e-b262-fb816fe5a2a3,2025-04-04 13:12:51.377912+00:00,mistralai,open-mistral-7b,0,3797,269,1,3,7,2,6,5,4
4d6d40fc-d90f-4723-8f12-32b9b63a2e1c,2025-04-04 13:12:55.145963+00:00,mistralai,open-mistral-7b,0,3797,268,6,7,4,2,5,3,1
