cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,P3. Policies that involve a dramatic cut back in CO2 emissions (by 50% in the next 10 years).,P4. Policies that involve a moderate cut in CO2 emissions (by 25% in over the next 10 years).,"P5. Adaptation policies and expenditure (e.g. coastal protection, water desalinisation, improving infrastructure etc). Planning controls and emergency response programs.","P6. Adaptation policies that target individual, small business or community-based actions (eg support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change. 
88f31085-ee39-4e64-9f42-0b4e55cb0b23,2025-03-20 17:51:59.304147+00:00,meta,llama3.2,0,0,0,6,4,7,5,1,3,2
2563022e-7a4f-4dfa-8a8a-132b2211b3d9,2025-03-20 17:52:14.545929+00:00,meta,llama3.2,0,0,0,7,4,5,2,1,3,6
90796695-03fd-4ed3-88bb-8bfcc0e8325b,2025-03-20 17:52:28.108235+00:00,meta,llama3.2,0,0,0,4,3,2,1,7,5,6
dfb57dd1-fd9d-4e5a-8a89-8a7129325bf1,2025-03-20 17:52:41.562843+00:00,meta,llama3.2,0,0,0,3,1,4,7,2,6,5
c6fd150c-7a24-4551-8ab4-ba6fd2245b21,2025-03-20 17:52:54.770642+00:00,meta,llama3.2,0,0,0,2,4,1,5,7,6,3
2c712556-a2ef-479d-8af7-de0f20b274d4,2025-03-27 14:39:03.935169+00:00,meta,llama3.2,0,0,0,6,1,5,3,7,2,4
70793d4e-d239-4fbf-86aa-7d6386d1486d,2025-03-27 14:39:11.398737+00:00,meta,llama3.2,0,0,0,7,3,5,2,6,4,1
aa0d3a64-c30e-4bfd-848b-e564fac9a560,2025-03-27 14:39:18.638780+00:00,meta,llama3.2,0,0,0,6,1,4,2,5,3,7
99521b44-43a8-4824-b279-d84084dba510,2025-03-27 14:39:26.010370+00:00,meta,llama3.2,0,0,0,5,7,6,2,4,1,3
6a0093c8-3f99-4183-a3f2-b00a7f8786c3,2025-03-27 14:39:33.379451+00:00,meta,llama3.2,0,0,0,6,1,7,2,4,3,5
aa4a2127-5119-47c6-8909-e163b5127ee8,2025-03-27 14:39:40.638436+00:00,meta,llama3.2,0,0,0,3,6,5,2,7,4,1
d5a2144f-3c91-4644-a04b-a42fa465dec5,2025-03-27 14:39:48.087798+00:00,meta,llama3.2,0,0,0,5,7,2,3,1,4,6
1b6a4fd4-bc28-4aa9-a42c-d0e2d15be25b,2025-03-27 14:39:55.508098+00:00,meta,llama3.2,0,0,0,4,3,5,7,2,6,1
0674ea1f-bec2-41ad-b63e-477f935ec1e1,2025-03-27 14:40:02.703077+00:00,meta,llama3.2,0,0,0,1,6,2,3,7,5,4
3a412d50-d605-457f-b7a1-fa6dfa77ab29,2025-03-27 15:16:11.028262+00:00,meta,llama3.2,0,0,0,4,5,7,1,3,2,6
a3c7efaa-d8b4-4d16-acaf-d892d10c950e,2025-03-27 15:16:18.308545+00:00,meta,llama3.2,0,0,0,3,7,6,1,2,4,5
f9a44a6a-2bab-4389-8f34-2cbb80b8ef6e,2025-03-27 15:16:33.043098+00:00,meta,llama3.2,0,0,0,4,6,2,3,1,5,7
e532ca3b-6e5a-4abf-ae4a-629a3a03fb22,2025-03-27 15:16:40.334476+00:00,meta,llama3.2,0,0,0,5,6,4,2,1,3,7
70c59277-bbf1-4f28-813e-c7fbd9879158,2025-03-27 15:16:51.552118+00:00,meta,llama3.2,0,0,0,4,1,7,2,3,5,6
83750ed8-a17e-4bf8-bd4d-e627089e6ccb,2025-03-27 15:16:58.761112+00:00,meta,llama3.2,0,0,0,7,3,1,4,5,6,2
6d9aadbf-68e4-46d3-b231-b62b4ea1308b,2025-03-27 15:17:06.132655+00:00,meta,llama3.2,0,0,0,1,6,5,3,2,4,7
170d5e71-a404-40f5-acf6-3b1ff5cb4535,2025-03-27 15:17:13.493309+00:00,meta,llama3.2,0,0,0,7,6,2,4,5,3,1
7dd6e538-cf62-498d-a41a-8e567d693400,2025-03-27 15:17:20.885448+00:00,meta,llama3.2,0,0,0,4,5,3,2,7,6,1
f1051176-5692-49e0-b07c-fa53a16384f0,2025-03-27 15:17:31.948232+00:00,meta,llama3.2,0,0,0,1,4,2,3,6,5,7
e3c5134c-d05e-4b19-9059-36d0be954e50,2025-03-27 15:17:43.199294+00:00,meta,llama3.2,0,0,0,5,1,6,3,4,7,2
12fcd32e-2d8b-4a6d-9914-019f4323a66d,2025-03-27 15:17:50.460109+00:00,meta,llama3.2,0,0,0,7,1,6,2,4,3,5
7da4698a-4f56-4d64-b581-7f260fb3c375,2025-03-27 15:17:57.787779+00:00,meta,llama3.2,0,0,0,5,2,7,1,6,4,3
