cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Leave the policy settings as they are.,P2. Policies that emphasise economic growth over climate change adaptation or mitigation.,"P3. ""Policies that involve a moderate reduction in CO₂ emissions (e.g., reducing emissions by 25% to 50% over the next 10 years).""","P4. ""Policies that involve a radical reduction in CO₂ emissions (e.g., reducing emissions by 50% to 100% over the next 10 years).""",P5. Adaptation policies and expenditure. Planning controls and emergency response programs.,"P6. Adaptation policies that target individual, small business or community-based actions (e.g., support the installation of alternative energy generators, insulation, water use efficiency)",P7. Preparing for climate risk through the development of new approaches and technologies that enhance resilience to the impacts of climate variability or change.
914af03e-83fc-482a-8c9d-eb96283b68ac,2025-03-20 18:05:30.334963+00:00,meta,llama3.2,0,0,0,3,2,1,6,4,5,7
71988caa-33b5-41dc-8446-d34e8bdaabb8,2025-03-20 18:05:43.924817+00:00,meta,llama3.2,0,0,0,4,7,6,1,5,2,3
1bb7ee47-1cba-4934-997e-2d158ce2833f,2025-03-20 18:05:57.684435+00:00,meta,llama3.2,0,0,0,7,4,1,3,5,6,2
07a5482b-2cab-40a1-96f4-ea10205f89a0,2025-03-20 18:06:12.923119+00:00,meta,llama3.2,0,0,0,5,7,4,2,1,3,6
0d3e4e64-31db-4ee4-8bc2-fda9123c1282,2025-03-20 18:06:27.736336+00:00,meta,llama3.2,0,0,0,6,4,1,5,3,7,2
e19fdfe7-4d53-4f23-ae3c-edb0002cbc4f,2025-03-27 14:46:09.105112+00:00,meta,llama3.2,0,0,0,4,1,6,2,5,3,7
9483b20d-a11d-4e22-9106-2acb3d92650e,2025-03-27 14:46:16.555625+00:00,meta,llama3.2,0,0,0,2,3,7,1,4,5,6
6e56aca8-86c3-4ff9-8f8a-1ec63e1bdb51,2025-03-27 14:46:23.783172+00:00,meta,llama3.2,0,0,0,5,6,3,4,1,2,7
0ee8d0f1-dfcb-4b12-9381-c4cc88c623c1,2025-03-27 14:46:31.033543+00:00,meta,llama3.2,0,0,0,2,5,1,3,6,4,7
a1a037ca-df4b-47f2-b32a-4b6280523651,2025-03-27 14:46:38.235521+00:00,meta,llama3.2,0,0,0,2,3,5,7,6,4,1
57dfec32-9cc7-4397-8e8e-4d8d0d621db6,2025-03-27 14:46:45.443828+00:00,meta,llama3.2,0,0,0,4,7,1,5,3,2,6
3a0dd163-f853-4974-b91b-bb5c0a1c4cdd,2025-03-27 14:46:52.739832+00:00,meta,llama3.2,0,0,0,1,3,2,6,5,4,7
65a2421d-b09e-4c1c-8b6e-9a8410372ed6,2025-03-27 14:46:59.998169+00:00,meta,llama3.2,0,0,0,4,7,6,2,5,3,1
91cbe110-d699-4602-83fa-217c7ffe6922,2025-03-27 14:47:07.259399+00:00,meta,llama3.2,0,0,0,4,6,1,5,3,7,2
79ae3ce0-ffc1-49ff-a1b7-03f04dc10671,2025-03-27 15:30:36.784287+00:00,meta,llama3.2,0,0,0,7,4,3,2,6,5,1
0cc8a46c-5fd4-45e8-ac12-0aef494eb6d4,2025-03-27 15:30:44.276829+00:00,meta,llama3.2,0,0,0,5,1,4,2,3,6,7
50bc8d95-dc6d-420f-8a5e-ff7b2a00b299,2025-03-27 15:30:51.624747+00:00,meta,llama3.2,0,0,0,3,2,6,4,5,1,7
6e8e6134-52e9-49c0-9b94-c345f8be993c,2025-03-27 15:30:58.938349+00:00,meta,llama3.2,0,0,0,7,5,2,3,1,6,4
d982c6dd-ae0c-4dd8-b40b-f47faf9e87dc,2025-03-27 15:31:06.219447+00:00,meta,llama3.2,0,0,0,6,2,5,3,4,1,7
eb6e3dd1-40aa-4258-9f09-bcef8ea1ebe3,2025-03-27 15:31:17.607401+00:00,meta,llama3.2,0,0,0,7,4,5,1,3,6,2
9fef4f29-e39e-4d5a-90cd-b23345cf2bbf,2025-03-27 15:31:24.861351+00:00,meta,llama3.2,0,0,0,7,2,6,1,3,5,4
8233c45f-efdc-4d0a-b586-f285d3d0f697,2025-03-27 15:31:32.111220+00:00,meta,llama3.2,0,0,0,5,1,3,7,2,6,4
33bd5273-703a-4665-86c6-62d38b202042,2025-03-27 15:31:39.325538+00:00,meta,llama3.2,0,0,0,3,6,4,1,5,2,7
45f9bae3-2f8a-4c7b-86f8-09fde28869f4,2025-03-27 15:31:46.539748+00:00,meta,llama3.2,0,0,0,6,7,3,1,5,2,4
663801d0-4930-421b-9fb2-5dcf208f160a,2025-03-27 15:31:53.941916+00:00,meta,llama3.2,0,0,0,7,5,4,3,2,6,1
6f22154c-ad52-44ae-88be-ca1bb3ffe135,2025-03-27 15:32:04.995241+00:00,meta,llama3.2,0,0,0,7,4,2,1,6,3,5
a77f4887-aa38-44f1-9ec3-537b291eddc2,2025-03-27 15:32:12.377528+00:00,meta,llama3.2,0,0,0,5,2,6,3,4,1,7
9a80d9b4-05aa-4b57-8911-f9cdf3dad3d7,2025-03-27 15:32:23.712835+00:00,meta,llama3.2,0,0,0,2,4,7,1,6,3,5
48d90f31-6aa7-4398-be50-e607a0cb3ed7,2025-03-27 15:32:30.926552+00:00,meta,llama3.2,0,0,0,7,3,1,5,6,2,4
ab799d77-e267-427f-b532-39ad0008ed35,2025-03-27 15:32:38.151102+00:00,meta,llama3.2,0,0,0,7,5,4,6,2,1,3
64b11091-fd34-49b7-84a9-fdab2ce37e62,2025-03-27 15:32:45.482834+00:00,meta,llama3.2,0,0,0,2,4,1,6,3,5,7
