cuid,created_at,provider,model,temperature,input_tokens,output_tokens,"C1. Mitochondrial donation is a treatment more like an organ transplant, which doesn't really change the genetics of person.",C2. It's a slippery slope from genome editing for medical reasons to using it for other reasons.,C3. Parents and guardians have a right to edit the genes of their children before they are born.,C4. Parents want 'designer babies' with certain traits out of vanity.,C5. I'm concerned that genome editing will lead to a reduction in genetic diversity.,C6. I think it would be amazing to have a choice in the way someone behaves.,C7. The idea that genome editing can make perfect people and societies is extremely dangerous.,C8. I think it's okay to use genome editing to change someone's appearance.,C9. I'm concerned that genome editing will be used as a quick techno-fix without actually dealing with real problems.,"C10. My concern is that as we start to tinker with the human genome, we're going to accidentally introduce a whole host of other problems.","C11. If human genome editing is available then it should be available to everyone who needs it, not just those who can afford it.",C12. I'm worried that human genome editing will widen the gap between those who can afford it and those who can't.,C13. If we open the box of genome editing we will not know where to draw the line.,C14. I am concerned that the use of human genome editing will advantage one group over another.,C15. Decisions about the use of genome editing are best left to the experts.,"C16. If human genome editing can be used to make changes to humans on demand for any reason, the future will be like a dystopian movie.",C17. Genome editing is really cool science.,C18. Genome editing will be used for enhancement by wealthy people.,C19. I have a more positive feeling about gene editing in humans than I do for animals or plants.,C20. Editing genes that will be inherited is problematic because it means making decisions for future people who don't exist yet. ,C21. My cultural beliefs make me cautious about genome editing.,C22. When you change someone's genes you are fundamentally changing who they are.,C23. Genome editing in agriculture will have the biggest impact on people's health. ,C24. Anything that's been artificially created in a lab gives me Frankenstein vibes.,C25. I worry that something will go wrong with genome technology.,C26. It's better to use genome editing to prevent a serious disease from happening rather than having to treat it with conventional medicine after it has occurred.,C27. The idea that people with genetic conditions might get cured in my lifetime is miraculous and incredible.,C28. Genome editing technologies gives us power over human life itself.,C29. Suggesting genome editing will 'cure' disability diminishes those living with genetic conditions who need support.,C30. There is nothing wrong with using genome editing to speed up evolution and help living things (including humans) adapt to challenges.,"C31. As a society, we have an obligation to help strengthen coming generations by eradicating diseases.",C32. We find strength when we face illness and adversity. It makes us who we are. ,"C33. If genome editing is proven to be safe, then I see no reason to oppose it.",C34. It is better to accept our genes the way they are than to tamper with things we don't understand.,"C35. I would consider using genome editing for my children to give them an advantage in life, so long as it's safe.",C36. I don't think we know enough about genetic diseases or the long term consequences of genome editing,C37. I think we should keep an open mind about new discoveries.,C38. I would be OK with having my own genome edited.,"C39. Each individual has a right to decide for themselves whether to undergo gene editing, as long as the changes cannot be passed on to future generations.",C40. Interfering in people's genes is intervening a bit too far in human creation.,C41. The idea of editing the human genome is scary.,C42. The use of gene editing for non-medical reasons reminds me of the Nazis during the Second World War.,C43. Science and technology have too much control over our lives.,"C44. Beacause of our changing environments, I believe that future humans will need genome editing to survive.",C45. I believe we should remain as natural as possible but we should not shy away from furthering medicine and the chance to save lives.
93062a35-d5e9-453b-9637-bdf93b35dbbb,2025-04-03 15:38:39.094766+00:00,google,gemma3:12b,0,0,0,5,1,1,1,3,1,2,3,1,3,5,2,1,2,5,1,6,1,6,2,3,2,2,2,1,4,4,2,2,6,4,3,6,1,4,1,5,5,4,2,1,1,2,6,4
60deab8d-552b-473b-9b74-0cb4fc1497bc,2025-04-03 15:39:13.594335+00:00,google,gemma3:12b,0,0,0,4,3,3,2,4,2,1,3,3,2,3,1,2,3,2,1,4,2,4,1,1,3,6,1,2,4,1,2,1,5,5,6,6,6,2,1,4,6,4,3,1,1,1,2,1
397b8c76-802c-4b34-a95b-39845b35e97c,2025-04-03 15:40:19.982054+00:00,google,gemma3:12b,0,0,0,3,2,2,6,3,5,1,1,2,2,6,1,2,4,3,1,7,1,7,1,2,3,1,1,1,3,3,2,3,6,2,3,7,1,7,4,4,6,6,1,1,1,1,7,6
82a2f917-bf5e-466b-9298-9a23460d1c50,2025-04-03 15:40:53.137597+00:00,google,gemma3:12b,0,0,0,5,5,4,2,2,3,2,3,2,2,7,2,3,5,5,1,6,3,7,1,1,2,4,3,3,7,7,3,2,6,4,3,7,1,6,3,6,6,4,2,1,1,1,6,6
dc8c499d-8181-43d2-b3a6-a48e39b4ccd2,2025-04-03 15:41:27.017008+00:00,google,gemma3:12b,0,0,0,5,3,3,1,4,3,1,3,2,3,4,2,2,2,3,1,7,1,7,3,1,1,2,1,6,6,7,2,1,6,7,2,5,1,6,2,7,6,7,5,2,1,1,7,6
24c7a91d-1e16-401b-87be-285d1887fc01,2025-04-03 15:42:00.549234+00:00,google,gemma3:12b,0,0,0,5,2,3,1,2,1,1,5,1,4,6,1,2,1,5,1,6,2,7,2,2,2,4,2,1,6,7,3,1,6,3,1,7,1,6,2,6,7,6,1,1,1,6,1,7
b73396de-3b85-44ba-a2f5-f8867cc9b40b,2025-04-03 15:42:33.804311+00:00,google,gemma3:12b,0,0,0,4,1,1,2,3,2,5,2,4,3,3,2,1,1,4,2,3,2,4,1,6,3,3,3,2,4,5,2,1,2,2,2,3,1,3,2,5,3,3,1,1,1,2,1,5
8c874bf7-2258-44bf-8aac-fe6eebd34fab,2025-04-03 15:43:07.134928+00:00,google,gemma3:12b,0,0,0,2,2,1,2,1,1,2,3,1,3,2,2,3,1,2,1,3,1,1,1,4,2,2,1,1,2,3,2,6,1,2,2,3,2,1,2,3,2,3,1,1,1,2,3,1
2919109d-7c41-4e7b-977e-729a69ab4885,2025-04-03 15:43:40.262803+00:00,google,gemma3:12b,0,0,0,7,2,3,1,2,6,1,2,1,1,7,2,1,2,5,1,6,2,6,1,2,1,3,2,1,6,7,1,1,6,6,5,6,2,4,3,3,6,5,2,2,1,4,5,5
f3069b5d-d06d-49a7-916f-64d3af58a55c,2025-04-03 15:44:15.750603+00:00,google,gemma3:12b,0,0,0,5,2,2,1,2,4,1,3,3,2,5,1,3,2,5,2,3,2,6,2,1,1,5,1,1,5,6,2,1,6,4,4,2,1,3,2,6,6,6,3,1,1,1,6,5
90245dbf-ba9f-4f87-8d55-09d1d0f23b38,2025-04-03 15:44:48.389737+00:00,google,gemma3:12b,0,0,0,6,6,3,4,1,7,6,1,6,2,3,3,1,2,6,2,4,1,7,7,4,4,2,1,4,4,2,6,2,3,5,5,3,1,2,3,4,6,6,1,3,7,1,7,7
44600f7d-47ef-43b5-8c46-770958a787d6,2025-04-03 15:45:21.955281+00:00,google,gemma3:12b,0,0,0,3,3,1,1,3,3,1,6,2,1,6,2,2,2,3,1,5,1,2,1,2,1,2,2,2,2,6,4,1,4,4,3,5,2,4,2,5,6,3,1,2,1,1,4,5
dde16a9b-b2f4-4b29-9c8f-0c615dcffc86,2025-04-03 15:45:55.567084+00:00,google,gemma3:12b,0,0,0,4,2,3,1,2,2,1,2,2,2,4,5,2,1,4,1,6,4,6,1,2,1,3,1,2,6,7,1,6,7,6,1,6,1,3,2,6,7,4,1,1,1,1,6,3
65b5663c-190b-4878-92ac-57cb7d8187c2,2025-04-03 15:46:29.848217+00:00,google,gemma3:12b,0,0,0,6,1,4,1,2,4,1,2,2,2,5,2,1,3,4,1,7,1,6,2,2,1,3,1,2,7,7,1,1,7,4,3,6,2,6,3,6,6,5,1,1,1,1,6,6
d0bba0b9-ea08-4e87-9345-81ce288e83f4,2025-04-03 15:47:02.997982+00:00,google,gemma3:12b,0,0,0,1,1,3,2,1,2,1,3,2,3,5,7,5,2,4,4,6,6,3,2,6,2,4,5,3,3,7,4,6,7,5,7,1,4,5,6,6,5,7,3,1,1,6,1,2
f9bafe85-4635-47cf-8876-c795122f7b9c,2025-04-03 15:47:36.087306+00:00,google,gemma3:12b,0,0,0,3,2,3,1,1,1,1,1,4,2,7,2,3,1,2,2,7,2,7,3,3,1,6,2,6,7,7,2,2,2,7,3,7,1,5,3,6,6,6,1,1,1,2,6,6
