cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
b481c502-8a73-4acf-b63c-dab8b868af57,2025-03-21 21:01:00.523088+00:00,openai,gpt-4o-mini,0,4199,282,7,2,8,4,6,5,1,3
f21071e9-daff-4935-9c6e-c17797087c8a,2025-03-21 21:01:07.794617+00:00,openai,gpt-4o-mini,0,4196,280,6,5,3,7,8,1,2,4
e2ad2b8d-bce8-4302-9daf-a6fe647dd5a5,2025-03-21 21:01:14.141060+00:00,openai,gpt-4o-mini,0,4197,281,8,3,7,6,4,1,5,2
cced476d-84c0-434d-983b-e28dd5d2e8c9,2025-03-21 21:01:20.664943+00:00,openai,gpt-4o-mini,0,4199,284,2,4,3,1,8,7,5,6
f6d791c1-5faa-4057-ad96-79655b63d134,2025-03-21 21:01:28.028483+00:00,openai,gpt-4o-mini,0,4199,280,3,5,2,6,7,1,8,4
a33215fe-4f01-4f6d-b791-e1e838b78d5d,2025-03-21 21:01:35.855105+00:00,openai,gpt-4o-mini,0,4197,281,7,5,2,4,8,1,6,3
99ee552d-1621-4458-9bc3-e5b48240e745,2025-03-21 21:01:42.711604+00:00,openai,gpt-4o-mini,0,4199,282,3,2,7,8,4,6,5,1
3f518ab4-23e7-4de0-a22d-80f31d9f33af,2025-03-21 21:01:50.346993+00:00,openai,gpt-4o-mini,0,4199,282,4,6,3,2,8,7,1,5
b1302952-65d7-4930-a0c6-13c8bd06ab25,2025-03-21 21:01:57.460286+00:00,openai,gpt-4o-mini,0,4199,284,5,6,3,2,7,1,8,4
ebf21a2a-ca9e-49bc-b11a-3784e3b2f277,2025-03-28 07:01:01.515070+00:00,openai,gpt-4o-mini,0,4199,282,4,2,5,3,6,1,7,8
dcc4bb26-3bd1-4c68-aeea-603b6f6e2365,2025-03-28 07:01:12.429485+00:00,openai,gpt-4o-mini,0,4199,282,7,4,1,6,8,2,3,5
703ad196-96bc-4062-8363-d2a46fc44c40,2025-03-28 07:01:27.375235+00:00,openai,gpt-4o-mini,0,4199,281,3,6,2,4,7,1,8,5
ed20ffb0-1412-4375-9ce9-4a337042e9c3,2025-03-28 07:01:34.512375+00:00,openai,gpt-4o-mini,0,4199,283,7,5,2,8,4,3,6,1
0b69c94c-55ca-4efe-8d35-64df7d281bab,2025-03-28 07:01:40.806977+00:00,openai,gpt-4o-mini,0,4199,282,7,8,5,4,2,1,3,6
6b1c8c67-7795-48a6-8970-c2a8f073ab1f,2025-03-28 07:01:49.455056+00:00,openai,gpt-4o-mini,0,4199,282,7,4,8,2,6,1,3,5
5473ac98-3737-439c-be93-fc3543894e7e,2025-03-28 07:01:57.354388+00:00,openai,gpt-4o-mini,0,4196,282,6,3,7,2,5,1,8,4
235a917b-965a-4a2b-8b5b-dec70cf590f4,2025-03-28 07:02:05.566648+00:00,openai,gpt-4o-mini,0,4199,282,1,5,7,3,2,6,4,8
cd043d48-9ad7-47e3-9952-3143e04015dc,2025-03-28 07:02:14.062357+00:00,openai,gpt-4o-mini,0,4199,282,7,3,6,4,2,1,8,5
96b6962f-6dbf-4535-86df-8fcea45bf266,2025-03-28 07:02:22.567660+00:00,openai,gpt-4o-mini,0,4199,282,5,1,8,6,7,2,3,4
e61602e7-f194-47ac-b7eb-b929f9548ed6,2025-03-28 07:02:30.192562+00:00,openai,gpt-4o-mini,0,4199,284,4,8,6,3,1,2,5,7
d5f1cff8-cff3-417d-acbb-c1c0cf5bc86a,2025-03-28 07:02:38.956395+00:00,openai,gpt-4o-mini,0,4199,280,6,7,4,1,2,5,3,8
