cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Wind,P2. Biomass,P3. Coal with CO2 Burial,P4. Hydroelectric,P5. Natural Gas,P6. Geothermal Energy,P7. Solar Energy,P8. Nuclear Energy,P9. Coal
453f8ef4-cbc0-4496-b46b-8efb11bceda0,2025-03-27 17:40:42.107724+00:00,microsoft,phi4,0,0,0,2,4,8,6,5,7,3,1,9
46cd67ab-534a-4bf3-abce-57a3f318645b,2025-03-27 17:41:56.870806+00:00,microsoft,phi4,0,0,0,8,5,7,6,4,1,2,3,9
fd02e318-2ca4-403e-adde-f046bea141fc,2025-03-27 17:42:58.324385+00:00,microsoft,phi4,0,0,0,3,2,4,1,6,5,9,7,8
b8dae223-0a0b-4750-ae94-f9e34cd561f3,2025-03-27 17:43:43.684138+00:00,microsoft,phi4,0,0,0,1,5,7,6,2,3,4,8,9
aac4b1ee-c5dc-405d-a61d-4a206d626449,2025-03-27 17:44:55.237567+00:00,microsoft,phi4,0,0,0,4,7,2,1,9,3,6,5,8
f252f306-9be0-4705-b261-577ad6da8122,2025-03-28 01:31:53.343593+00:00,microsoft,phi4,0,0,0,7,4,8,5,3,6,1,2,9
806f2697-b80b-4ea7-bb5c-03aab756c470,2025-03-28 01:33:04.968142+00:00,microsoft,phi4,0,0,0,1,6,8,5,3,7,4,2,9
9e22d0a9-4890-4d9c-b5e9-c7263650367c,2025-03-28 01:34:20.251035+00:00,microsoft,phi4,0,0,0,6,8,3,5,4,7,1,2,9
d9743ee5-cc13-4bdb-bac0-94e5b9630393,2025-03-28 01:35:40.433864+00:00,microsoft,phi4,0,0,0,1,4,7,8,5,3,2,6,9
767d6e87-5e70-4afd-b782-ef2591b416e2,2025-03-28 01:36:18.480860+00:00,microsoft,phi4,0,0,0,7,3,8,4,5,1,2,6,9
054b04da-bf2b-4229-9aef-1c90af89a949,2025-03-28 01:37:38.440977+00:00,microsoft,phi4,0,0,0,4,5,8,7,1,6,9,2,3
5dc5bd47-c08c-4b66-a5dc-95b15130bede,2025-03-28 01:38:18.217441+00:00,microsoft,phi4,0,0,0,2,7,8,4,5,3,1,6,9
bfd586db-6b92-46a5-932f-a512852a3d71,2025-03-28 01:39:29.696275+00:00,microsoft,phi4,0,0,0,6,8,2,4,3,5,7,1,9
7a785858-0f78-4eb2-81b1-c0a82bbe2301,2025-03-28 01:40:32.961249+00:00,microsoft,phi4,0,0,0,1,2,4,8,3,6,7,5,9
3220334d-a4f3-4905-9243-fbd7786a3835,2025-03-28 01:41:23.986819+00:00,microsoft,phi4,0,0,0,8,7,6,2,3,4,1,5,9
212b0248-a48d-4734-afa9-b2fe5fe06c6e,2025-03-28 01:42:03.318673+00:00,microsoft,phi4,0,0,0,2,4,7,5,6,1,3,8,9
60d80e2e-18ff-4cf7-aae0-a436b4795752,2025-03-28 01:42:44.650975+00:00,microsoft,phi4,0,0,0,2,3,7,8,5,4,1,6,9
7274f961-98f9-49bb-bfbd-423a3860ea2a,2025-03-28 01:43:38.485988+00:00,microsoft,phi4,0,0,0,2,6,7,4,8,5,3,1,9
eb40c617-82d4-482b-9471-c888fc14bde5,2025-03-28 01:44:57.851853+00:00,microsoft,phi4,0,0,0,5,2,8,7,4,1,6,3,9
e5a63ffe-5556-4bf7-9bf4-0a76f58c588f,2025-03-28 01:46:01.391502+00:00,microsoft,phi4,0,0,0,2,8,7,4,6,1,5,3,9
