cuid,created_at,provider,model,temperature,input_tokens,output_tokens,C1. Short term development thinking will ultimately lead to longer term reef damage and economic impacts.,C2. Economic development associated with mining will provide more opportunities for future generations in North Queensland.,C3. Protection of the Great Barrier Reef is worthwhile at whatever cost.,C4. If we don't take steps to protect the Great Barrier Reef future generations will miss out on the opportunity to experience the reef.,C5. We don't need to worry too much about environmental damage in the Great Barrier Reef because future generations will be better able to deal with these problems than we are.,"C6. If future generations could have their say about the Great Barrier Reef, they would be less concerned about the environmental impacts than many people make out.",C7. Townsville is better off because of mining development.,"C8. We should prioritise protecting the environment in Townsville, even if it hurts our economy.",C9. Jobs and growth in Townsville should be prioritised over Great Barrier Reef protection.,C10. Government should be doing more to reduce greenhouse gas emissions.,C11. Mining development in Australia is a risk to the environment.,C12. I think enough is being done to effectively manage the Great Barrier Reef.,C13. Climate change impacts on the Great Barrier Reef aren't something I'm worried about.,"C14. Climate change is a threat, but the impacts are too distant for immediate concern.","C15. Each new Australian coal mine will contribute greenhouse emissions that exacerbate the risk of climate change, and impacts to the Reef.",C16. There is no point throwing money at protecting the reef if our other actions contribute to its continuing decline.,C17. The Great Barrier Reef underpins more direct and indirect jobs than mining does. ,C18. The negative publicity about climate change impacts on the reef has negatively affected the local tourism industry.,C19. A few self-interested politicians and influential companies are prepared to sacrifice our well-being for their own short-term gain.,"C20. Government should provide funding support for industry, including mining projects such as the Adani mine.","C21. Coal-generated electricity must be phased out if we are to avoid catastrophic impacts of global warming, including the loss of the Great Barrier Reef.",C22. The Great Barrier Reef is a great asset for the economy of this region and we should prioritise protecting it.,C23. Climate change is an immediate threat requiring action.,C24. I feel that future generations have been adequately considered in the management of the Great Barrier Reef.,C25. The mining industry provides thousands of jobs. Without it unemployment would have skyrocketed in regional Queensland.,C26. There are more jobs to lose from Great Barrier Reef tourism than to be gained from the coal industry.,C27. Australia's contribution to global greenhouse gas emissions is so small that we should wait for other countries to take action on climate change before we do. ,"C28. If we are serious about maintaining and improving people's living standards in Townsville, we need to make the most out of coal exports.",C29. We should prioritise economic development and job creation in Townsville over the environment. ,C30. It is not possible to conserve the reef over the long term without addressing climate change ,"C31. While job creation is important, we should prioritise industries that have less impact on the reef over those that have greater impact on the reef. ",C32. The first priority should be reducing other pressures on the reef (such as agricultural runoff or coastal development) so that the reef will be more resilient to climate change impacts. ,C33. More scientific research is needed before we can say if climate change is a threat to the Great Barrier Reef.,C34. Deep-pocketed green groups are willing to sacrifice our local economy for their own goals. ,C35. There is no strong scientific evidence to suggest that the Great Barrier Reef is under threat from climate change.
a75c075f-9e18-4875-b226-cd23ff6722a8,2025-03-25 13:58:03.066363+00:00,google,gemini-2.0-flash,0,3870,250,7,2,2,7,1,1,2,6,1,7,7,2,1,2,7,7,7,4,7,1,7,7,7,1,6,7,1,1,1,7,7,6,1,1,1
a1489927-2d41-4a6e-8460-7e2c26600fd6,2025-03-25 13:58:06.769093+00:00,google,gemini-2.0-flash,0,3870,256,7,2,3,7,1,2,2,4,1,7,7,1,1,3,7,7,7,6,7,1,7,7,7,1,3,7,1,1,1,7,7,7,1,2,1
605d8446-1dc7-4723-a207-70323099915f,2025-03-25 13:58:09.993162+00:00,google,gemini-2.0-flash,0,3870,253,7,2,3,7,1,1,3,6,1,6,6,2,1,3,7,7,7,4,6,1,7,7,7,1,3,7,1,1,1,7,6,7,2,2,1
8a58c5e0-d3c1-417d-9611-e88233d8db57,2025-03-25 13:58:13.833234+00:00,google,gemini-2.0-flash,0,3870,254,6,3,3,7,1,1,4,6,2,6,6,3,2,3,7,7,6,5,6,1,7,7,6,2,4,7,1,2,2,7,7,5,2,2,1
bb804545-e8cc-4b0e-891c-fd742e69481a,2025-03-25 13:58:17.206378+00:00,google,gemini-2.0-flash,0,3870,253,7,3,4,7,1,2,3,5,2,7,6,2,2,2,7,7,7,6,6,1,6,7,7,2,4,7,1,2,2,7,6,6,2,2,1
45e13ae1-f5ca-4aee-a9d3-5f5427c73f57,2025-03-25 13:58:20.608316+00:00,google,gemini-2.0-flash,0,3870,255,7,3,3,7,1,1,3,5,1,7,6,2,1,2,7,7,6,6,6,2,7,7,7,2,3,7,1,2,2,7,7,5,1,2,1
a4d5d388-1902-43dc-8f63-2b5f4b7fcdd3,2025-03-25 13:58:24.173883+00:00,google,gemini-2.0-flash,0,3870,251,6,4,4,7,1,2,4,5,2,6,5,2,2,3,7,7,6,4,6,2,5,7,6,3,5,6,1,2,2,7,6,5,2,3,1
daa2a493-a4b5-449e-a063-1af39529c5e2,2025-03-25 13:58:27.779698+00:00,google,gemini-2.0-flash,0,3870,255,7,2,3,7,1,1,3,6,1,7,6,2,1,3,7,7,6,5,6,2,7,7,7,2,4,7,1,1,1,7,7,5,2,3,1
e1bf75a4-b3ed-4418-957c-ecb97e814612,2025-03-25 13:58:31.463325+00:00,google,gemini-2.0-flash,0,3870,252,7,2,2,7,1,1,3,6,1,7,6,1,1,2,7,7,7,4,7,1,7,7,7,1,5,7,1,1,1,7,7,6,2,1,1
e016e867-6f4a-4cff-9b45-f89a4c920eaf,2025-03-27 09:34:45.911639+00:00,google,gemini-2.0-flash,0,3870,254,7,3,2,7,1,1,4,5,1,7,6,2,1,2,7,7,7,5,7,2,7,7,7,2,4,6,1,1,1,7,7,7,1,3,1
dfc2a1c8-db8d-4ec9-8498-6f9716eac0e3,2025-03-27 09:34:49.495839+00:00,google,gemini-2.0-flash,0,3870,250,7,2,2,7,1,1,2,6,1,7,7,2,1,2,7,7,7,4,7,1,7,7,7,1,6,7,1,1,1,7,7,6,1,1,1
5ef4a862-81df-431b-8735-64bf484304ee,2025-03-27 09:34:53.253373+00:00,google,gemini-2.0-flash,0,3870,256,7,2,3,7,1,2,2,4,1,7,7,1,1,3,7,7,7,6,7,1,7,7,7,1,3,7,1,1,1,7,7,7,1,2,1
6d205820-d227-4d23-b2eb-6090b8931e34,2025-03-27 09:34:56.421932+00:00,google,gemini-2.0-flash,0,3870,253,7,2,3,7,1,1,3,6,1,6,6,2,1,3,7,7,7,4,6,1,7,7,7,1,3,7,1,1,1,7,6,6,2,2,1
7481e90f-b5d8-4206-ba95-b4572c98e7c8,2025-03-27 09:35:00.001904+00:00,google,gemini-2.0-flash,0,3870,254,6,3,3,7,1,1,4,6,2,6,6,3,2,3,7,7,6,5,6,1,7,7,6,2,4,7,1,2,2,7,7,5,2,2,1
4668b635-c6d4-4fbc-a562-2578d3c0b89d,2025-03-27 09:35:03.393741+00:00,google,gemini-2.0-flash,0,3870,258,7,3,4,7,1,2,3,5,2,7,6,2,2,2,7,7,7,6,6,1,6,7,7,2,4,6,1,2,2,7,6,6,2,2,1
221c7aa6-90a7-42bb-8e98-a12337b2ac67,2025-03-27 09:35:06.592330+00:00,google,gemini-2.0-flash,0,3870,253,7,3,3,7,1,1,3,5,1,7,6,2,1,2,7,7,6,6,6,2,7,7,7,2,3,7,1,2,2,7,7,5,1,2,1
a78a1e87-db77-4e1a-8562-3127613f049a,2025-03-27 09:35:10.256175+00:00,google,gemini-2.0-flash,0,3870,251,6,4,4,7,1,2,4,5,2,6,5,2,2,3,7,7,6,4,6,2,5,7,6,3,5,6,1,2,2,7,6,5,2,3,1
5d8e1d5b-2b9c-4c81-9159-bf879b356be1,2025-03-27 09:35:14.026445+00:00,google,gemini-2.0-flash,0,3870,254,7,2,3,7,1,1,3,6,1,7,6,2,1,3,7,7,6,5,6,2,7,7,7,2,4,7,1,1,1,7,7,5,2,3,1
a89ceb43-cab2-4919-9aa1-4416a0e3b816,2025-03-27 09:35:17.630410+00:00,google,gemini-2.0-flash,0,3870,250,7,2,2,7,1,1,2,6,1,7,6,1,1,2,7,7,7,4,7,1,7,7,7,1,5,7,1,1,1,7,7,6,2,1,1
