cuid,created_at,provider,model,temperature,input_tokens,output_tokens,P1. Permit all uses of human genome editing and mitochondrial donation only if not for profit,"P2. Prohibit all forms of human genome editing for now, except for research purposes.",P3.  Permit only non-heritable human genome editing in both research and in clinics.,"P4. Permit only non-heritable human genome editing for clinical treatments, and mitochondrial donation.",P5.  Permit both heritable and non-heritable uses of genome editing for any purpose with minimal restrictions to ensure safety and compliance with ethical standards.,"P6. Permit non-heritable and heritable human genome editing (including mitochondrial donation), but only for clinical purposes, and if there is strong oversight, regular community input and (re)approval.",P7. Prohibit all uses of human genome editing and mitochondrial donation.,P8. Permit only non-heritable human genome editing in both research and in clinics and mitochondrial donation only if not for profit.
624b5aff-7c40-48a6-b19d-c78472d548b3,2025-03-27 20:35:42.692475+00:00,qwen,qwen1.5-72b-chat,0,4467,326,6,3,7,2,5,4,8,1
13f29a72-4906-457e-9402-18dd122e8e03,2025-03-27 20:35:55.056716+00:00,qwen,qwen1.5-72b-chat,0,4467,327,1,6,2,3,8,5,7,4
2da1adcf-2c6b-43a3-859d-037704dcfb95,2025-03-27 20:36:07.528242+00:00,qwen,qwen1.5-72b-chat,0,4467,329,7,4,3,5,8,1,2,6
07359e1d-c004-49ab-a90c-80117c9b2948,2025-03-27 20:36:20.244057+00:00,qwen,qwen1.5-72b-chat,0,4467,327,7,4,3,1,6,2,8,5
cb321bf2-0f55-4fa7-bc9a-86d8de1b7d11,2025-03-27 20:36:32.934263+00:00,qwen,qwen1.5-72b-chat,0,4464,322,5,3,1,6,8,4,7,2
4c0afa1c-e599-473a-b363-71b224bc1f90,2025-03-27 20:36:45.346777+00:00,qwen,qwen1.5-72b-chat,0,4467,326,8,6,2,1,3,4,7,5
d178d4da-4ca1-4876-b101-dadf1e37990c,2025-03-27 20:36:57.930127+00:00,qwen,qwen1.5-72b-chat,0,4467,327,5,7,3,8,4,1,2,6
256373f7-b85c-471f-918c-6ba77c85917f,2025-03-27 20:37:10.491909+00:00,qwen,qwen1.5-72b-chat,0,4467,335,5,1,7,8,2,3,4,6
1812a098-9fbe-4d72-9b22-56e7cd280323,2025-03-27 20:37:23.290596+00:00,qwen,qwen1.5-72b-chat,0,4465,332,5,4,6,2,7,1,8,3
050947c6-1066-43bd-be9d-70e1b7e09cad,2025-03-27 20:37:36.004106+00:00,qwen,qwen1.5-72b-chat,0,4467,324,4,3,5,7,6,1,8,2
26535a64-beb2-4082-bdb8-74db32563c92,2025-03-27 20:37:48.397680+00:00,qwen,qwen1.5-72b-chat,0,4464,337,5,7,4,6,3,2,8,1
98d46d2a-22af-4e29-95ad-61ce67424154,2025-03-27 20:38:01.494911+00:00,qwen,qwen1.5-72b-chat,0,4467,324,4,3,8,7,5,1,6,2
dcee95b5-f1d8-44cf-a79c-1f4c2cba6214,2025-03-27 20:38:14.276841+00:00,qwen,qwen1.5-72b-chat,0,4465,316,7,4,2,1,6,5,8,3
1e56b731-648e-484b-bff5-b518cdc45a3a,2025-03-27 20:38:26.593350+00:00,qwen,qwen1.5-72b-chat,0,4467,326,3,6,1,4,5,2,7,8
d129c4e6-a8a8-45c8-a976-169ee9497b25,2025-03-27 20:38:39.387950+00:00,qwen,qwen1.5-72b-chat,0,4467,327,7,5,2,4,8,6,1,3
aa82abef-4e1c-47cf-aebe-9bb51d08c7e1,2025-03-27 20:38:52.078079+00:00,qwen,qwen1.5-72b-chat,0,4467,326,5,8,2,3,7,6,4,1
1c401d3e-3916-4bdb-a270-9256eec73b38,2025-03-27 20:39:04.890226+00:00,qwen,qwen1.5-72b-chat,0,4464,329,5,3,7,2,6,4,8,1
22d83155-e01c-4e71-9df5-b4670b74f2b7,2025-03-27 20:39:17.584547+00:00,qwen,qwen1.5-72b-chat,0,4467,329,6,2,5,3,7,8,4,1
4239b8cb-81f1-4e09-a846-51d2fcd6e23c,2025-03-27 20:39:30.076125+00:00,qwen,qwen1.5-72b-chat,0,4467,329,8,2,4,3,5,1,7,6
